File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,IterationNumber,Content,SyllableCount,SpeechRate,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,Content_WordCount,Content_PreFeature,Content_PreFeature_WordCount,Content_PostFeature,Content_PostFeature_WordCount,Content_cleaned,Content_cleaned_WordCount,Content_cleaned_PreFeature,Content_cleaned_PreFeature_WordCount,Content_cleaned_PostFeature,Content_cleaned_PostFeature_WordCount,amazon_transcription,amazon_transcription_WordCount,amazon_transcription_cleaned,amazon_transcription_cleaned_containsFeature,amazon_transcription_cleaned_adjacentTokens,amazon_transcription_cleaned_WordCount,amazon_transcription_cleaned_TotalWER,amazon_transcription_cleaned_Alignments,amazon_transcription_cleaned_preFeature_errorCount,amazon_transcription_cleaned_preFeature_WER,amazon_transcription_cleaned_postFeature_errorCount,amazon_transcription_cleaned_postFeature_WER,deepspeech_transcription,deepspeech_transcription_WordCount,deepspeech_transcription_cleaned,deepspeech_transcription_cleaned_containsFeature,deepspeech_transcription_cleaned_adjacentTokens,deepspeech_transcription_cleaned_WordCount,deepspeech_transcription_cleaned_TotalWER,deepspeech_transcription_cleaned_Alignments,deepspeech_transcription_cleaned_preFeature_errorCount,deepspeech_transcription_cleaned_preFeature_WER,deepspeech_transcription_cleaned_postFeature_errorCount,deepspeech_transcription_cleaned_postFeature_WER,deepspeech_ConfidenceLevel,google_transcription,google_transcription_WordCount,google_transcription_cleaned,google_transcription_cleaned_containsFeature,google_transcription_cleaned_adjacentTokens,google_transcription_cleaned_WordCount,google_transcription_cleaned_TotalWER,google_transcription_cleaned_Alignments,google_transcription_cleaned_preFeature_errorCount,google_transcription_cleaned_preFeature_WER,google_transcription_cleaned_postFeature_errorCount,google_transcription_cleaned_postFeature_WER,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_transcription_WordCount,IBMWatson_transcription_cleaned,IBMWatson_transcription_cleaned_containsFeature,IBMWatson_transcription_cleaned_adjacentTokens,IBMWatson_transcription_cleaned_WordCount,IBMWatson_transcription_cleaned_TotalWER,IBMWatson_transcription_cleaned_Alignments,IBMWatson_transcription_cleaned_preFeature_errorCount,IBMWatson_transcription_cleaned_preFeature_WER,IBMWatson_transcription_cleaned_postFeature_errorCount,IBMWatson_transcription_cleaned_postFeature_WER,IBMWatson_ConfidenceLevel,microsoft_transcription,microsoft_transcription_WordCount,microsoft_transcription_cleaned,microsoft_transcription_cleaned_containsFeature,microsoft_transcription_cleaned_adjacentTokens,microsoft_transcription_cleaned_WordCount,microsoft_transcription_cleaned_TotalWER,microsoft_transcription_cleaned_Alignments,microsoft_transcription_cleaned_preFeature_errorCount,microsoft_transcription_cleaned_preFeature_WER,microsoft_transcription_cleaned_postFeature_errorCount,microsoft_transcription_cleaned_postFeature_WER
VLD_se0_ag4_f_01_1,2044,VLD_se0_ag4_f_01,2711.666,2718.426,6.76,2,0,2,hope you'll slow down some. I- I know you trying to get this graduate school thing done. I- I wanna get that done and out the way.,31,4.585798817,28.17768646,26.32,10,27,hope you'll slow down some. I- I know you trying to get this graduate school thing done. I- I wanna get that ,22,and out the way.,4,hope you 'll slow down some i i know you trying to get this graduate school thing done i i want to get that done and out the way,29,hope you 'll slow down some i i know you trying to get this graduate school thing done i i want to get that ,24,and out the way,4,I hope youll slow down some I I know you're trying to get this graduate school thing done. I want to get that done and that the way.,28,i hope youll slow down some i i know you 're trying to get this graduate school thing done i want to get that done and that the way,1,,29,0.206896552,"[('hope', 'i'), ('you', 'hope'), (""'ll"", 'youll'), ('slow', 'slow'), ('down', 'down'), ('some', 'some'), ('i', 'i'), ('i', 'i'), ('know', 'know'), ('you', 'you'), ('-', ""'re""), ('trying', 'trying'), ('to', 'to'), ('get', 'get'), ('this', 'this'), ('graduate', 'graduate'), ('school', 'school'), ('thing', 'thing'), ('done', 'done'), ('i', '-'), ('i', 'i'), ('want', 'want'), ('to', 'to'), ('get', 'get'), ('that', 'that'), ('done', 'done'), ('and', 'and'), ('out', 'that'), ('the', 'the'), ('way', 'way')]",5,0.208333333,1,0.25,roared,1,roared,0,,1,1,"[('hope', '-'), ('you', '-'), (""'ll"", '-'), ('slow', '-'), ('down', '-'), ('some', '-'), ('i', '-'), ('i', '-'), ('know', '-'), ('you', '-'), ('trying', '-'), ('to', '-'), ('get', '-'), ('this', '-'), ('graduate', '-'), ('school', '-'), ('thing', '-'), ('done', '-'), ('i', '-'), ('i', '-'), ('want', '-'), ('to', '-'), ('get', '-'), ('that', '-'), ('done', '-'), ('and', '-'), ('out', '-'), ('the', '-'), ('way', 'roared')]",24,1,4,1,-49.7641449,I hope you'll slow down some. I know you trying to get this Gregory school thing done. I want to get that done and out the way.,27,i hope you 'll slow down some i know you trying to get this gregory school thing done i want to get that done and out the way,1,,28,0.137931034,"[('-', 'i'), ('hope', 'hope'), ('you', 'you'), (""'ll"", ""'ll""), ('slow', 'slow'), ('down', 'down'), ('some', 'some'), ('i', '-'), ('i', 'i'), ('know', 'know'), ('you', 'you'), ('trying', 'trying'), ('to', 'to'), ('get', 'get'), ('this', 'this'), ('graduate', 'gregory'), ('school', 'school'), ('thing', 'thing'), ('done', 'done'), ('i', '-'), ('i', 'i'), ('want', 'want'), ('to', 'to'), ('get', 'get'), ('that', 'that'), ('done', 'done'), ('and', 'and'), ('out', 'out'), ('the', 'the'), ('way', 'way')]",4,0.166666667,0,0,0.927671313,hope you'll slow down from %HESITATION I know you're trying to get this graduate school thing done I'm I want to get that done and that way ,27,hope you 'll slow down from i know you 're trying to get this graduate school thing done i 'm i want to get that done and that way,1,,29,0.206896552,"[('hope', 'hope'), ('you', 'you'), (""'ll"", ""'ll""), ('slow', 'slow'), ('down', 'down'), ('some', '-'), ('i', 'from'), ('i', 'i'), ('know', 'know'), ('you', 'you'), ('-', ""'re""), ('trying', 'trying'), ('to', 'to'), ('get', 'get'), ('this', 'this'), ('graduate', 'graduate'), ('school', 'school'), ('thing', 'thing'), ('done', 'done'), ('i', 'i'), ('-', ""'m""), ('i', 'i'), ('want', 'want'), ('to', 'to'), ('get', 'get'), ('that', 'that'), ('done', 'done'), ('and', 'and'), ('out', '-'), ('the', 'that'), ('way', 'way')]",4,0.166666667,2,0.5,0.78,"Hope you'll slow down, so I'm I. I know you're trying to get this Graduate School thing done. I want to get that done and out the way.",28,hope you 'll slow down so i 'm i i know you 're trying to get this graduate school thing done i want to get that done and out the way,1,,31,0.172413793,"[('hope', 'hope'), ('you', 'you'), (""'ll"", ""'ll""), ('slow', 'slow'), ('down', 'down'), ('-', 'so'), ('-', 'i'), ('some', ""'m""), ('i', 'i'), ('i', 'i'), ('know', 'know'), ('you', 'you'), ('-', ""'re""), ('trying', 'trying'), ('to', 'to'), ('get', 'get'), ('this', 'this'), ('graduate', 'graduate'), ('school', 'school'), ('thing', 'thing'), ('done', 'done'), ('i', '-'), ('i', 'i'), ('want', 'want'), ('to', 'to'), ('get', 'get'), ('that', 'that'), ('done', 'done'), ('and', 'and'), ('out', 'out'), ('the', 'the'), ('way', 'way')]",5,0.208333333,0,0
VLD_se0_ag4_f_01_1,2245,VLD_se0_ag4_f_01,3024.029,3025.4418,1.4128,1,0,1,they have done it.,4,2.831257078,13.60314111,12.65,3,4,they have ,2,it.,1,they have done it,4,they have ,2,it,1,They have done it.,4,they have done it,1,1,4,0,"[('they', 'they'), ('have', 'have'), ('done', 'done'), ('it', 'it')]",0,0,0,0,have done,2,have done,1,0,2,0.5,"[('they', '-'), ('have', 'have'), ('done', 'done'), ('it', '-')]",1,0.5,1,1,-19.9906311,They have done.,3,they have done,1,0,3,0.25,"[('they', 'they'), ('have', 'have'), ('done', 'done'), ('it', '-')]",0,0,1,1,0.947260678,they have done it ,4,they have done it,1,1,4,0,"[('they', 'they'), ('have', 'have'), ('done', 'done'), ('it', 'it')]",0,0,0,0,0.92,They have done it.,4,they have done it,1,1,4,0,"[('they', 'they'), ('have', 'have'), ('done', 'done'), ('it', 'it')]",0,0,0,0
VLD_se0_ag4_f_02_1,567,VLD_se0_ag4_f_02,598.3205,601.0798,2.7593,1,1,1,They go home and get a beating because they done took their hair loose.,16,5.798572102,9.725199542,9.6,4.75,14,They go home and get a beating because they ,9,took their hair loose.,4,they go home and get a beating because they done took their hair loose,14,they go home and get a beating because they ,9,took their hair loose,4,They go home and get a Bean cousin and took the evolution.,12,they go home and get a bean cousin and took the evolution,0,-7,12,0.5,"[('they', 'they'), ('go', 'go'), ('home', 'home'), ('and', 'and'), ('get', 'get'), ('a', 'a'), ('beating', '-'), ('because', 'bean'), ('they', 'cousin'), ('done', 'and'), ('took', 'took'), ('their', '-'), ('hair', 'the'), ('loose', 'evolution')]",3,0.333333333,3,0.75,we get a beating custode,5,we get a beating custode,0,-7,5,0.785714286,"[('they', '-'), ('go', '-'), ('home', '-'), ('and', 'we'), ('get', 'get'), ('a', 'a'), ('beating', 'beating'), ('because', '-'), ('they', '-'), ('done', '-'), ('took', '-'), ('their', '-'), ('hair', '-'), ('loose', 'custode')]",6,0.666666667,4,1,-79.28334045,They go home and get a bean cuz it in today. I lose.,13,they go home and get a bean cuz it in today i lose,0,-7,13,0.571428571,"[('they', 'they'), ('go', 'go'), ('home', 'home'), ('and', 'and'), ('get', 'get'), ('a', 'a'), ('beating', '-'), ('because', 'bean'), ('they', 'cuz'), ('done', 'it'), ('took', 'in'), ('their', 'today'), ('hair', 'i'), ('loose', 'lose')]",3,0.333333333,4,1,0.87177527,go home and get a being because it and today I lose ,12,go home and get a being because it and today i lose,0,-7,12,0.571428571,"[('they', '-'), ('go', 'go'), ('home', 'home'), ('and', 'and'), ('get', 'get'), ('a', 'a'), ('beating', 'being'), ('because', 'because'), ('they', '-'), ('done', 'it'), ('took', 'and'), ('their', 'today'), ('hair', 'i'), ('loose', 'lose')]",3,0.333333333,4,1,0.48,"They go home, get it because it into their loose.",10,they go home get it because it into their loose,0,-7,10,0.5,"[('they', 'they'), ('go', 'go'), ('home', 'home'), ('and', '-'), ('get', 'get'), ('a', '-'), ('beating', 'it'), ('because', 'because'), ('they', '-'), ('done', 'it'), ('took', 'into'), ('their', 'their'), ('hair', '-'), ('loose', 'loose')]",4,0.444444444,2,0.5
VLD_se0_ag4_f_02_1,590,VLD_se0_ag4_f_02,626.3083,630.0841,3.7758,1,0,1,Friday evenings and Saturday mornings and get they little hair done.,17,4.502357116,13.74589415,13.36,25.5,11,Friday evenings and Saturday mornings and get they little hair ,10,,0,friday evenings and saturday mornings and get they little hair done,11,friday evenings and saturday mornings and get they little hair ,10,,0,Tried to eat into the side of the boys and get a little head to.,15,tried to eat into the side of the boys and get a little head to,0,-7,15,1.090909091,"[('-', 'tried'), ('-', 'to'), ('-', 'eat'), ('-', 'into'), ('friday', 'the'), ('evenings', 'side'), ('and', 'of'), ('saturday', 'the'), ('mornings', 'boys'), ('and', 'and'), ('get', 'get'), ('they', 'a'), ('little', 'little'), ('hair', 'head'), ('done', 'to')]",11,1.1,0,0,he sat at a boyish,5,he sat at a boyish,0,-7,5,1,"[('friday', '-'), ('evenings', '-'), ('and', '-'), ('saturday', '-'), ('mornings', '-'), ('and', '-'), ('get', 'he'), ('they', 'sat'), ('little', 'at'), ('hair', 'a'), ('done', 'boyish')]",10,1,0,0,-77.67998505,"Friday, evenings and Saturday mornings and getting my hair done.",10,friday evenings and saturday mornings and getting my hair done,1,1,10,0.272727273,"[('friday', 'friday'), ('evenings', 'evenings'), ('and', 'and'), ('saturday', 'saturday'), ('mornings', 'mornings'), ('and', 'and'), ('get', '-'), ('they', 'getting'), ('little', 'my'), ('hair', 'hair'), ('done', 'done')]",3,0.3,0,0,0.891659737,for I. D. Unisys added aboard is good and I had to ,12,for i d unisys added aboard is good and i had to,0,-7,12,1.090909091,"[('-', 'for'), ('friday', 'i'), ('evenings', 'd'), ('and', 'unisys'), ('saturday', 'added'), ('mornings', 'aboard'), ('and', 'is'), ('get', 'good'), ('they', 'and'), ('little', 'i'), ('hair', 'had'), ('done', 'to')]",11,1.1,0,0,0.47,Friday evenings and Saturday mornings and getting their hair done.,10,friday evenings and saturday mornings and getting their hair done,1,1,10,0.272727273,"[('friday', 'friday'), ('evenings', 'evenings'), ('and', 'and'), ('saturday', 'saturday'), ('mornings', 'mornings'), ('and', 'and'), ('get', '-'), ('they', 'getting'), ('little', 'their'), ('hair', 'hair'), ('done', 'done')]",3,0.3,0,0
VLD_se0_ag4_f_02_1,684,VLD_se0_ag4_f_02,737.3358,740.3523,3.0165,1,0,1,And I knew the lady done it. This beauty shop down there.,14,4.641140394,11.28530998,11.13,8.25,12,And I knew the lady ,5,it. This beauty shop down there.,6,and i knew the lady done it this beauty shop down there,12,and i knew the lady ,5,it this beauty shop down there,6,And I knew that Lady di need this beauty shop.,10,and i knew that lady di need this beauty shop,0,-7,10,0.416666667,"[('and', 'and'), ('i', 'i'), ('knew', 'knew'), ('the', 'that'), ('lady', 'lady'), ('done', 'di'), ('it', 'need'), ('this', 'this'), ('beauty', 'beauty'), ('shop', 'shop'), ('down', '-'), ('there', '-')]",1,0.2,3,0.5,i knew that lady dainties,5,i knew that lady dainties,0,-7,5,0.75,"[('and', '-'), ('i', 'i'), ('knew', 'knew'), ('the', 'that'), ('lady', 'lady'), ('done', '-'), ('it', '-'), ('this', '-'), ('beauty', '-'), ('shop', '-'), ('down', '-'), ('there', 'dainties')]",2,0.4,6,1,-94.31419373,And I knew that lady down at this beauty shop. Vac.,11,and i knew that lady down at this beauty shop vac,0,-7,11,0.416666667,"[('and', 'and'), ('i', 'i'), ('knew', 'knew'), ('the', 'that'), ('lady', 'lady'), ('done', 'down'), ('it', 'at'), ('this', 'this'), ('beauty', 'beauty'), ('shop', 'shop'), ('down', '-'), ('there', 'vac')]",1,0.2,3,0.5,0.829821348,and I knew that later then it just be the shock that ,12,and i knew that later then it just be the shock that,0,-7,12,0.666666667,"[('and', 'and'), ('i', 'i'), ('knew', 'knew'), ('the', 'that'), ('lady', 'later'), ('done', 'then'), ('it', 'it'), ('this', 'just'), ('beauty', 'be'), ('shop', 'the'), ('down', 'shock'), ('there', 'that')]",2,0.4,5,0.833333333,0.6,And I knew that later down at this beauty shop then.,11,and i knew that later down at this beauty shop then,0,-7,11,0.5,"[('and', 'and'), ('i', 'i'), ('knew', 'knew'), ('the', 'that'), ('lady', 'later'), ('done', 'down'), ('it', 'at'), ('this', 'this'), ('beauty', 'beauty'), ('shop', 'shop'), ('down', '-'), ('there', 'then')]",2,0.4,3,0.5
VLD_se0_ag4_f_02_1,1684,VLD_se0_ag4_f_02,1893.229,1894.2268,0.9978,1,0,1,get their hair done.,4,4.008819403,12.5116723,12.27,4.75,4,get their hair ,3,,0,get their hair done,4,get their hair ,3,,0,Get Their Doing.,3,get their doing,0,-7,3,0.5,"[('get', 'get'), ('their', 'their'), ('hair', '-'), ('done', 'doing')]",1,0.333333333,0,0,though,1,though,0,-7,1,1,"[('get', '-'), ('their', '-'), ('hair', '-'), ('done', 'though')]",3,1,0,0,-13.47112465,,,,,-7,,,,,,,0,0,get bad though ,3,get bad though,0,-7,3,0.75,"[('get', 'get'), ('their', '-'), ('hair', 'bad'), ('done', 'though')]",2,0.666666667,0,0,0.3,Get bad doing.,3,get bad doing,0,-7,3,0.75,"[('get', 'get'), ('their', '-'), ('hair', 'bad'), ('done', 'doing')]",2,0.666666667,0,0
VLD_se0_ag4_f_02_1,2429,VLD_int_01,2862.8523,2865.0987,2.2464,1,0,1,"But, now she know that, she come and get her hair done.",12,5.341880342,19.96911586,19.46,19.5,12,"But, now she know that, she come and get her hair ",11,,0,but now she know that she come and get her hair done,12,but now she know that she come and get her hair ,11,,0,But now she knows that she's come to get her uh.,11,but now she knows that she 's come to get her uh,0,-7,12,0.416666667,"[('but', 'but'), ('now', 'now'), ('she', 'she'), ('know', 'knows'), ('that', 'that'), ('she', 'she'), ('-', ""'s""), ('come', 'come'), ('and', 'to'), ('get', 'get'), ('her', 'her'), ('hair', '-'), ('done', 'uh')]",4,0.363636364,0,0,i notice you come,4,i notice you come,0,-7,4,0.916666667,"[('but', '-'), ('now', '-'), ('she', '-'), ('know', 'i'), ('that', 'notice'), ('she', 'you'), ('come', 'come'), ('and', '-'), ('get', '-'), ('her', '-'), ('hair', '-'), ('done', '-')]",10,0.909090909,0,0,-46.93627548,But now she noticed she come and get her.,9,but now she noticed she come and get her,0,-7,9,0.333333333,"[('but', 'but'), ('now', 'now'), ('she', 'she'), ('know', '-'), ('that', 'noticed'), ('she', 'she'), ('come', 'come'), ('and', 'and'), ('get', 'get'), ('her', 'her'), ('hair', '-'), ('done', '-')]",3,0.272727273,0,0,0.910251498,but now she noticed %HESITATION ,5,but now she noticed,0,-7,4,0.75,"[('but', 'but'), ('now', 'now'), ('she', '-'), ('know', '-'), ('that', '-'), ('she', 'she'), ('come', '-'), ('and', '-'), ('get', '-'), ('her', '-'), ('hair', '-'), ('done', 'noticed')]",8,0.727272727,0,0,0.56,Nasty notice she come and get her.,7,nasty notice she come and get her,0,-7,7,0.583333333,"[('but', '-'), ('now', '-'), ('she', '-'), ('know', 'nasty'), ('that', 'notice'), ('she', 'she'), ('come', 'come'), ('and', 'and'), ('get', 'get'), ('her', 'her'), ('hair', '-'), ('done', '-')]",6,0.545454545,0,0
VLD_se0_ag4_f_02_1,2448,VLD_int_01,2887.8129,2888.9728,1.1599,1,0,1,get her little hair done.,6,5.172859729,8.529335902,7.95,16.75,5,get her little hair ,4,,0,get her little hair done,5,get her little hair ,4,,0,Get a Little Hair done.,5,get a little hair done,1,1,5,0.2,"[('get', 'get'), ('her', 'a'), ('little', 'little'), ('hair', 'hair'), ('done', 'done')]",1,0.25,0,0,,,,,-7,,,,,,,0,-12.90669537,,,,,-7,,,,,,,0,0,,,,,-7,,,,,,,0,0,Hair done.,2,hair done,1,1,2,0.6,"[('get', '-'), ('her', '-'), ('little', '-'), ('hair', 'hair'), ('done', 'done')]",3,0.75,0,0
VLD_se0_ag4_m_01_1,1483,VLD_se0_ag4_m_01,1479.2663,1480.8529,1.5866,1,1,1,"times we done had in this country,",8,5.042228665,10.75979287,10.58,3.75,7,times we ,2,"had in this country,",4,times we done had in this country,7,times we ,2,had in this country,4,Times we don't have in this country.,7,times we do n't have in this country,0,-7,8,0.428571429,"[('times', 'times'), ('we', 'we'), ('-', 'do'), ('done', ""n't""), ('had', 'have'), ('in', 'in'), ('this', 'this'), ('country', 'country')]",1,0.5,1,0.25,we don't have a contract,5,we do n't have a contract,0,-7,6,0.857142857,"[('times', '-'), ('we', 'we'), ('done', 'do'), ('had', ""n't""), ('in', 'have'), ('this', 'a'), ('country', 'contract')]",1,0.5,4,1,-37.95921326,"Pause, we don't have in this country.",7,pause we do n't have in this country,0,-7,8,0.571428571,"[('times', 'pause'), ('we', 'we'), ('-', 'do'), ('done', ""n't""), ('had', 'have'), ('in', 'in'), ('this', 'this'), ('country', 'country')]",2,1,1,0.25,0.885797083,%HESITATION we don't have in this country ,7,we do n't have in this country,0,-7,7,0.571428571,"[('times', 'we'), ('we', 'do'), ('done', ""n't""), ('had', 'have'), ('in', 'in'), ('this', 'this'), ('country', 'country')]",2,1,1,0.25,0.55,Times we don't have in this country.,7,times we do n't have in this country,0,-7,8,0.428571429,"[('times', 'times'), ('we', 'we'), ('-', 'do'), ('done', ""n't""), ('had', 'have'), ('in', 'in'), ('this', 'this'), ('country', 'country')]",1,0.5,1,0.25
VLD_se0_ag4_m_02_1,6,VLD_se0_ag4_m_02,7.3153,8.5324,1.2171,1,1,1,How many people you done did this?,9,7.394626571,19.27290695,17.92,2,7,How many people you ,4,did this?,2,how many people you done did this,7,how many people you ,4,did this,2,How Many People You Want to Eat This?,8,how many people you want to eat this,0,-7,8,0.428571429,"[('how', 'how'), ('many', 'many'), ('people', 'people'), ('you', 'you'), ('-', 'want'), ('done', 'to'), ('did', 'eat'), ('this', 'this')]",1,0.25,1,0.5,if indeed,2,if indeed,0,-7,2,1,"[('how', '-'), ('many', '-'), ('people', '-'), ('you', '-'), ('done', '-'), ('did', 'if'), ('this', 'indeed')]",4,1,2,1,-23.74233246,How many people are in the evening?,7,how many people are in the evening,0,-7,7,0.571428571,"[('how', 'how'), ('many', 'many'), ('people', 'people'), ('you', 'are'), ('done', 'in'), ('did', 'the'), ('this', 'evening')]",1,0.25,2,1,0.88095665,I mean if you view in the ,7,i mean if you view in the,0,-7,7,0.857142857,"[('how', 'i'), ('many', 'mean'), ('people', 'if'), ('you', 'you'), ('done', 'view'), ('did', 'in'), ('this', 'the')]",3,0.75,2,1,0.56,How many people you don't need this?,7,how many people you do n't need this,0,-7,8,0.428571429,"[('how', 'how'), ('many', 'many'), ('people', 'people'), ('you', 'you'), ('-', 'do'), ('done', ""n't""), ('did', 'need'), ('this', 'this')]",1,0.25,1,0.5
VLD_se0_ag4_m_02_1,15,VLD_int_01,15.8983,17.3298,1.4315,1,0,1,"Yeah, so I've done a lot. Mm-hm.",6,4.191407614,18.13103445,16.84,26.75,7,"Yeah, so I've ",3,a lot. Mm-hm.,3,yeah so i 've done a lot mm-hm,8,yeah so i 've ,4,a lot mm-hm,3,"Yeah, I've done a lot.",5,yeah i 've done a lot,1,1,6,0.25,"[('yeah', 'yeah'), ('so', '-'), ('i', 'i'), (""'ve"", ""'ve""), ('done', 'done'), ('a', 'a'), ('lot', 'lot'), ('mm-hm', '-')]",1,0.25,1,0.333333333,then,1,then,0,-7,1,1,"[('yeah', '-'), ('so', '-'), ('i', '-'), (""'ve"", '-'), ('done', '-'), ('a', '-'), ('lot', '-'), ('mm-hm', 'then')]",4,1,3,1,-18.77530289,,,,,-7,,,,,,,,0,yeah ,1,yeah,0,-7,1,0.875,"[('yeah', 'yeah'), ('so', '-'), ('i', '-'), (""'ve"", '-'), ('done', '-'), ('a', '-'), ('lot', '-'), ('mm-hm', '-')]",3,0.75,3,1,0.49,I've done a lot.,4,i 've done a lot,1,1,5,0.375,"[('yeah', '-'), ('so', '-'), ('i', 'i'), (""'ve"", ""'ve""), ('done', 'done'), ('a', 'a'), ('lot', 'lot'), ('mm-hm', '-')]",2,0.5,1,0.333333333
VLD_se0_ag4_m_02_1,220,VLD_se0_ag4_m_02,306.736,310.675,3.939,1,0,1,"And then after there- mama done had me and I was coming up, she started having kids.",22,5.585173902,21.35868059,20.51,29.75,17,And then after there- mama ,5,"had me and I was coming up, she started having kids.",11,and then after there mama done had me and i was coming up she started having kids,17,and then after there mama ,5,had me and i was coming up she started having kids,11,"And then after the mom who had me and I was coming up, she started having kids.",17,and then after the mom who had me and i was coming up she started having kids,0,-7,17,0.176470588,"[('and', 'and'), ('then', 'then'), ('after', 'after'), ('there', 'the'), ('mama', 'mom'), ('done', 'who'), ('had', 'had'), ('me', 'me'), ('and', 'and'), ('i', 'i'), ('was', 'was'), ('coming', 'coming'), ('up', 'up'), ('she', 'she'), ('started', 'started'), ('having', 'having'), ('kids', 'kids')]",2,0.4,0,0,at monhegan was coming she had it,7,at monhegan was coming she had it,0,-7,7,0.823529412,"[('and', '-'), ('then', '-'), ('after', '-'), ('there', '-'), ('mama', '-'), ('done', '-'), ('had', '-'), ('me', '-'), ('and', 'at'), ('i', 'monhegan'), ('was', 'was'), ('coming', 'coming'), ('up', '-'), ('she', 'she'), ('started', '-'), ('having', 'had'), ('kids', 'it')]",5,1,8,0.727272727,-113.7332611,And then after the moment had me and I was coming up. She's not having kids.,16,and then after the moment had me and i was coming up she 's not having kids,0,-7,17,0.294117647,"[('and', 'and'), ('then', 'then'), ('after', 'after'), ('there', '-'), ('mama', 'the'), ('done', 'moment'), ('had', 'had'), ('me', 'me'), ('and', 'and'), ('i', 'i'), ('was', 'was'), ('coming', 'coming'), ('up', 'up'), ('she', 'she'), ('-', ""'s""), ('started', 'not'), ('having', 'having'), ('kids', 'kids')]",2,0.4,2,0.181818182,0.875940442,and then at the moment hit me and I was coming up she said I haven't he ,17,and then at the moment hit me and i was coming up she said i have n't he,0,-7,18,0.588235294,"[('and', 'and'), ('then', 'then'), ('after', '-'), ('there', 'at'), ('mama', 'the'), ('done', 'moment'), ('had', 'hit'), ('me', 'me'), ('and', 'and'), ('i', 'i'), ('was', 'was'), ('coming', 'coming'), ('up', 'up'), ('she', 'she'), ('-', 'said'), ('-', 'i'), ('started', 'have'), ('having', ""n't""), ('kids', 'he')]",3,0.6,6,0.545454545,0.48,"And then after the mom had me and I was coming up, she started having kids.",16,and then after the mom had me and i was coming up she started having kids,0,-7,16,0.176470588,"[('and', 'and'), ('then', 'then'), ('after', 'after'), ('there', '-'), ('mama', 'the'), ('done', 'mom'), ('had', 'had'), ('me', 'me'), ('and', 'and'), ('i', 'i'), ('was', 'was'), ('coming', 'coming'), ('up', 'up'), ('she', 'she'), ('started', 'started'), ('having', 'having'), ('kids', 'kids')]",2,0.4,0,0
