File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L50,L49,L48,L47,L46,L45,L44,L43,L42,L41,L40,L39,L38,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40
PRV_se0_ag3_m_03_1,142,PRV_se0_ag3_m_02,176.4352,180.3874,3.9522,"But the water come- it come get- when that kind of water come in, ain't nothing gonna stop it",1,1,nothing,stop,nothing_ain't_stop,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,But,the,water,come-,it,come,get-,when,that,kind,of,water,come,"in,",ain't ,nothing,gonna,stop,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,252,PRV_se0_ag3_m_02,299.1001,304.3664,5.2663,"And one man told me, said, why they ain't doing it cause we in here doing it for nothing. ",1,1,I,doing,I_ain't_doing,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,one,man,told,"me,","said,",why,they,ain't ,doing,it,cause,we,in,here,doing,it,for,nothing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,254,PRV_se0_ag3_m_02,304.8966,309.6659,4.7693,"See he ain't in fire but know how we're telling you. He said they ain't got pay nobody, y'all to doing it for nothing so.",2,2,he,in,he_ain't_in,PronounPersonal,Preposition,PronounPersonal_ain't_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See,he,ain't ,in,fire,but,know,how,we're,telling,you.,He,said,they,ain't,got,pay,"nobody,",y'all,to,doing,it,for,nothing,so.,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,254,PRV_se0_ag3_m_02,304.8966,309.6659,4.7693,"See he ain't in fire but know how we're telling you. He said they ain't got pay nobody, y'all to doing it for nothing so.",2,2,they,got,they_ain't_got,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See,he,ain't,in,fire,but,know,how,we're,telling,you.,He,said,they,ain't ,got,pay,"nobody,",y'all,to,doing,it,for,nothing,so.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,280,PRV_se0_ag3_m_02,343.1808,344.1843,1.0035,No I ain't gonna stay all day.,1,1,I,stay,I_ain't_stay,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,I,ain't ,gonna,stay,all,day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1194,PRV_se0_ag3_m_03,1330.1668,1331.3691,1.2023,We ain't had none of that kind of stuff.,1,1,we,had,we_ain't_had,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We,ain't ,had,none,of,that,kind,of,stuff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1224,PRV_se0_ag3_m_03,1361.7966,1366.8756,5.079,go work the crop and try to get as much education in school cause I ain't got no education now on account of that.,1,1,I,got,I_ain't_got,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,go,work,the,crop,and,try,to,get,as,much,education,in,school,cause,I,ain't ,got,no,education,now,on,account,of,that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1226,PRV_se0_ag3_m_03,1367.522,1369.0036,1.4816,Sure ain't. It got a  education.,1,1,constituentboundary,constituentboundary,constituentboundary_ain't_constituentboundary,ConstituentBoundary,ConstituentBoundary,ConstituentBoundary_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sure,ain't.,It,got,a,education.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1390,PRV_se0_ag3_m_03,1546.0046,1547.1548,1.1502,"uh, I ain't done no more work.",1,1,I,done,I_ain't_done,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"uh,",I,ain't ,done,no,more,work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1474,PRV_se0_ag3_m_03,1629.7632,1630.3123,0.5491,There ain't nobody-,1,1,there,nobody,there_ain't_nobody,PronounNonReferential,PronounIndefinite,PronounNonReferential_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There,ain't ,nobody-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1476,PRV_se0_ag3_m_03,1630.4259,1631.9719,1.546,ain't- ain't nobody there right now.,2,2,constituentboundary,constituentboundary,constituentboundary_ain't_constituentboundary,ConstituentBoundary,ConstituentBoundary,ConstituentBoundary_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ain't-,ain't,nobody,there,right,now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1476,PRV_se0_ag3_m_03,1630.4259,1631.9719,1.546,ain't- ain't nobody there right now.,2,2,nobody,there,nobody_ain't_there,PronounIndefinite,Adverb,PronounIndefinite_ain't_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ain't-,ain't ,nobody,there,right,now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1492,PRV_se0_ag3_m_03,1655.0014,1659.0059,4.0045,So they all four of 'em is occupied but it ain't by the same people that was there all the time.,1,1,it,by,it_ain't_by,PronounPersonal,Preposition,PronounPersonal_ain't_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,they,all,four,of,'em,is,occupied,but,it,ain't ,by,the,same,people,that,was,there,all,the,time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1609,PRV_se0_ag3_m_03,1773.0201,1774.4638,1.4437,"I can't hardly say cause I ain't,",1,1,I,constituentboundary,I_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,can't,hardly,say,cause,I,"ain't,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1672,PRV_se0_ag3_m_03,1854.9705,1859.6262,4.6557,"uh, get somebody that knows more about it than you do, you in trouble cause they ain't gonna give you nothing if they can help it.",1,1,they,give,they_ain't_give,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"uh,",get,somebody,that,knows,more,about,it,than,you,"do,",you,in,trouble,cause,they,ain't ,gonna,give,you,nothing,if,they,can,help,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1675,PRV_se0_ag3_m_02,1862.5136,1864.3407,1.8271,Now I ain't going into this now yet.,1,1,I,going,I_ain't_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Now,I,ain't ,going,into,this,now,yet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1698,PRV_se0_ag3_m_03,1894.8093,1896.251,1.4417,"Yeah, uh, ain't ",1,1,constituentboundary,constituentboundary,constituentboundary_ain't_constituentboundary,ConstituentBoundary,ConstituentBoundary,ConstituentBoundary_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yeah,","uh,",ain't ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1707,PRV_se0_ag3_m_03,1903.7799,1905.5549,1.775,We got along fine. Ain't never had no problem.,1,1,constituentboundary,had,constituentboundary_ain't_had,ConstituentBoundary,VerbPastParticiple,ConstituentBoundary_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We,got,along,fine.,Ain't ,never,had,no,problem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1724,PRV_se0_ag3_m_03,1920.1421,1921.2829,1.1408,ain't gonna do nothing no-,1,1,constituentboundary,do,constituentboundary_ain't_do,ConstituentBoundary,VerbBase,ConstituentBoundary_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ain't ,gonna,do,nothing,no-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1884,PRV_se0_ag3_m_03,2079.9005,2082.7953,2.8948,"Joe say- well ain't-. Joe , but he wasn't a bragging man.",1,1,constituentboundary,constituentboundary,constituentboundary_ain't_constituentboundary,ConstituentBoundary,ConstituentBoundary,ConstituentBoundary_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe,say-,well,ain't-,.,Joe,",",but,he,wasn't,a,bragging,man.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1890,PRV_se0_ag3_m_03,2087.2049,2088.748,1.5431,"Said, I ain't worried about it, said you bring him the ring.",1,1,I,worried,I_ain't_worried,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Said,",I,ain't ,worried,about,"it,",said,you,bring,him,the,ring.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRV_se0_ag3_m_03_1,1920,PRV_se0_ag3_m_03,2124.2605,2126.3952,2.1347,"you- you know he might come back. He said, he ain't coming back.",1,1,he,coming,he_ain't_coming,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you-,you,know,he,might,come,back.,He,"said,",he,ain't ,coming,back.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_02_1,235,ROC_int_01,248.5511,250.9963,2.4452,I'm surprised I ain't seen you. You know I went to RD-SCHOOL-1 School.,1,1,I,seen,I_ain't_seen,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm,surprised,I,ain't ,seen,you.,You,know,I,went,to,RD-SCHOOL-1,School.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_02_1,928,ROC_se0_ag1_m_02,990.0778,991.8171,1.7393,and I ain't gonna say nothing but the person that won,1,1,I,say,I_ain't_say,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,I,ain't ,gonna,say,nothing,but,the,person,that,won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_02_1,1178,ROC_se0_ag1_m_02,1247.0795,1247.9841,0.9046,I ain't doing a mumble rap.,1,1,I,doing,I_ain't_doing,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,doing,a,mumble,rap.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_02_1,1547,ROC_se0_ag1_m_02,1663.6764,1667.2972,3.6208,"Cause th- cause the security at Lilac Festival ain't gonna be the same security at the teen event,",1,1,security,security,security_ain't_security,Noun,Noun,Noun_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cause,th-,cause,the,security,at,Lilac,Festival,ain't ,gonna,be,the,same,security,at,the,teen,"event,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_02_1,2031,ROC_se0_ag1_m_02,2224.8302,2227.3779,2.5477,"Ain't nothing changing on me, you know what I mean, like this is who I am,",1,1,constituentboundary,nothing,constituentboundary_ain't_nothing,ConstituentBoundary,PronounIndefinite,ConstituentBoundary_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain't ,nothing,changing,on,"me,",you,know,what,I,"mean,",like,this,is,who,I,"am,",,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_02_1,2113,ROC_se0_ag1_m_02,2311.8429,2316.0553,4.2124,I ain't gonna say- I'm not gonna ever disclaim the streets. I came from the streets. I came from the ghetto.,1,1,I,say,I_ain't_say,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,gonna,say-,I'm,not,gonna,ever,disclaim,the,streets.,I,came,from,the,streets.,I,came,from,the,ghetto.,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_02_1,2145,ROC_se0_ag1_m_02,2354.7568,2357.0557,2.2989,"Ain't too much to say about the black women, you know what I mean.",1,1,constituentboundary,much,constituentboundary_ain't_much,ConstituentBoundary,PronounIndefinite,ConstituentBoundary_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain't ,too,much,to,say,about,the,black,"women,",you,know,what,I,mean.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag1_m_03_1,2607,ROC_se0_ag1_m_03,2818.7037,2827.1122,8.4085,"Cause I ain't get it when I first heard it, and I'm like how do I sound Geechee? Like, you sound like you from down south now.  what you- what you doing down there? Like, oh.",1,1,I,get,I_ain't_get,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cause,I,ain't ,get,it,when,I,first,heard,"it,",and,I'm,like,how,do,I,sound,Geechee?,"Like,",you,sound,like,you,from,down,south,now.,what,you-,what,you,doing,down,there?,"Like,",oh.,,,,,,,
ROC_se0_ag2_f_02_1,386,ROC_se0_ag2_f_02,500.213,503.646,3.433,"like, rap, no. You ain't listening to rap in here.",1,1,you,listening,you_ain't_listening,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"like,","rap,",no.,You,ain't ,listening,to,rap,in,here.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,723,ROC_se0_ag2_f_02,948.1293,950.8618,2.7325,from a few of those African professors. They ain't no joke. ,1,1,they,joke,they_ain't_joke,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,from,a,few,of,those,African,professors.,They,ain't ,no,joke.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,918,ROC_int_01,1217.0895,1218.0066,0.9171,who ain't got nothing,1,1,who,got,who_ain't_got,PronounRelative,VerbPastParticiple,PronounRelative_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,who,ain't ,got,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,1028,ROC_se0_ag2_f_02,1368.6506,1369.7017,1.0511,this ain't gonna work.,1,1,this,work,this_ain't_work,PronounDemonstrative,VerbBase,PronounDemonstrative_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this,ain't ,gonna,work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,1622,ROC_se0_ag2_f_02,2163.3731,2163.8742,0.5011,I ain't with it.,1,1,I,with,I_ain't_with,PronounPersonal,Preposition,PronounPersonal_ain't_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,with,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,1636,ROC_se0_ag2_f_02,2183.167,2184.9162,1.7492,"if they're at Franklin, she ain't going there.",1,1,she,going,she_ain't_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,if,they're,at,"Franklin,",she,ain't ,going,there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,1645,ROC_se0_ag2_f_02,2196.7271,2199.6392,2.9121,"Like grown men trying to talk to kids. So, I ain't with that.",1,1,I,with,I_ain't_with,PronounPersonal,Preposition,PronounPersonal_ain't_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,grown,men,trying,to,talk,to,kids.,"So,",I,ain't ,with,that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,1655,ROC_se0_ag2_f_02,2205.9244,2209.4949,3.5705,"grown boys used to be buying lunch all the time. I ain't never have to spend no money,",1,1,I,spend,I_ain't_spend,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grown,boys,used,to,be,buying,lunch,all,the,time.,I,ain't ,never,have,to,spend,no,"money,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,1657,ROC_se0_ag2_f_02,2209.8589,2212.994,3.1351,"but I was young so I ain't think nothing of it, like, oh let me walk you to class. Oh",1,1,I,think,I_ain't_think,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,I,was,young,so,I,ain't ,think,nothing,of,"it,","like,",oh,let,me,walk,you,to,class.,Oh,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,1741,ROC_se0_ag2_f_02,2327.8653,2329.0188,1.1535,I ain't playing,1,1,I,playing,I_ain't_playing,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,playing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,1810,ROC_se0_ag2_f_02,2396.298,2400.2312,3.9332,"That's why when people be like, oh it's boring, it ain't nothing to do in Rochester,",1,1,it,nothing,it_ain't_nothing,PronounPersonal,PronounIndefinite,PronounPersonal_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,That's,why,when,people,be,"like,",oh,it's,"boring,",it,ain't ,nothing,to,do,in,"Rochester,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,1959,ROC_se0_ag2_f_02,2589.4005,2592.0534,2.6529,I ain't know who the hell she was. I did not vote for her.,1,1,I,know,I_ain't_know,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,know,who,the,hell,she,was.,I,did,not,vote,for,her.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,2263,ROC_se0_ag2_f_02,3015.385,3020.9851,5.6001,"why y'all so dark? Oh my god. And da da da da. Y'all ain't going back. Like, she was very weird.",1,1,y'all,going,y'all_ain't_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,why,y'all,so,dark?,Oh,my,god.,And,da,da,da,da.,Y'all,ain't ,going,back.,"Like,",she,was,very,weird.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROC_se0_ag2_f_02_1,2275,ROC_se0_ag2_f_02,3033.9759,3036.5201,2.5442,"y'all skin ain't been the same. I was like, ",1,1,skin,same,skin_ain't_same,Noun,Adjective,Noun_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y'all,skin,ain't ,been,the,same.,I,was,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag2_f_01_1,1884,VLD_int_01,2379.1994,2381.3993,2.1999,And then we gonna come back to the church cause I ain't forgot.,1,1,I,forgot,I_ain't_forgot,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,then,we,gonna,come,back,to,the,church,cause,I,ain't ,forgot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag2_f_02_1,401,VLD_se0_ag2_f_02,511.2843,512.7994,1.5151,"I ain't gonna say like, bad, but",1,1,I,say,I_ain't_say,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,gonna,say,"like,","bad,",but,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag2_f_02_1,1434,VLD_se0_ag2_f_02,1869.7517,1872.2951,2.5434,"I ain't even have no routine for the song,",1,1,I,have,I_ain't_have,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,even,have,no,routine,for,the,"song,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag2_f_02_1,2171,VLD_se0_ag2_f_02,2795.703,2798.8911,3.1881,"I think I saw that was to it, I was like, I ain't wanna do it. ",1,1,I,want,I_ain't_want,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,think,I,saw,that,was,to,"it,",I,was,"like,",I,ain't ,wanna,do,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag2_m_01_1,369,VLD_se0_ag2_m_01,347.8071,348.7291,0.922,We ain't gonna get into that.,1,1,we,get,we_ain't_get,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We,ain't ,gonna,get,into,that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag2_m_01_1,400,VLD_se0_ag2_m_01,379.7257,380.7881,1.0624,But I ain't get Ms. RD-NAME-1.,1,1,I,get,I_ain't_get,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,But,I,ain't ,get,Ms.,RD-NAME-1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag2_m_01_1,733,VLD_se0_ag2_m_01,737.6899,740.4777,2.7878,"I guess you could say girlfriend, but we ain't really. Ya- You know.",1,1,we,really,we_ain't_really,PronounPersonal,Adverb,PronounPersonal_ain't_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,guess,you,could,say,"girlfriend,",but,we,ain't ,really.,Ya-,You,know.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag2_m_01_1,2144,VLD_se0_ag2_m_01,2188.427,2192.6408,4.2138,"And he was cool looking. Like, I'm like dang, like I ain't ever seen this before.",1,1,I,seen,I_ain't_seen,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,he,was,cool,looking.,"Like,",I'm,like,"dang,",like,I,ain't ,ever,seen,this,before.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag2_m_01_1,2156,VLD_se0_ag2_m_01,2202.9295,2203.7523,0.8228,you ain't gonna see it,1,1,you,seen,you_ain't_seen,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,ain't ,gonna,see,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag2_m_01_1,2166,VLD_se0_ag2_m_01,2210.9491,2213.4153,2.4662,"There ain't really too many places around here, but um, Tifton for the most part.",1,1,there,places,there_ain't_places,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There,ain't ,really,too,many,places,around,"here,",but,"um,",Tifton,for,the,most,part.,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag3_f_01_2,181,VLD_se0_ag3_f_01,219.2978,220.347,1.0492,I ain't your ride or die.,1,1,I,ride or die,I_ain't_ride or die,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,your,ride,or,die.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLD_se0_ag3_m_01_1,197,VLD_se0_ag3_m_01,281.3528,285.0867,3.7339,"We call each other cuz, but we really ain't cousins cousins, but we just",1,1,we,cousins,we_ain't_cousins,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We,call,each,other,"cuz,",but,we,really,ain't ,cousins,"cousins,",but,we,just,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
