File,Line,Content,InstancesCountPerLine
6670-84209-0031,0031,said griggs coolly we don't know it at least i don't suppose you did for i fancy i do but if the mules had turned off anywhere our clever mustangs would have done the same they've been following the mules trail ever since we started what,1.0
6673-72311-0020,0020,since then no communication had taken place between the old woman and her grand niece as rose knew joanna was implacable in her resentments and considered that she had been acting aright in what she had done,1.0
6673-72311-0033,0033,don't be sure o that these be terrible wicked times said the husband and i sez sez i no harm is done in seein what the old creetur had got well surely acquiesced elizabeth there is no harm in that,1.0
6673-72311-0064,0064,said jabez ay responded elizabeth and what a sight o people came here this here buryin of aunt joanna have set us up tremendous in the estimation of the neighbours i'd like to know who else would ha done it for a poor old creetur as is no relation ay,1.0
6673-72311-0100,0100,how many coins how much money was cast the couple were in no mood to estimate then they saw the hands collect the pillow cases and proceed to roll up the teapot and silver spoons in them and that done,1.0
6674-71396-0048,0048,to me it is another case nothing more work such as i have done is bound to harden a fellow,1.0
6676-280387-0011,0011,as once more he hid it among the rushes then he went back more slowly and told the king that he had done his will what did you see asked the king,1.0
6683-63839-0034,0034,administrations might change and parliaments might dissolve but he was a fixture as long as he did his duty when his duty was fairly done and he had completed the fortieth year of his public service,1.0
6683-63841-0000,0000,william b astor house owner in estimating the character and merits of such a man as the late mister astor we are apt to leave out of view the enormous harm he might have done,1.0
6685-70976-0033,0033,see what you have done wicked youth ejaculated he as if quite overcome with dismay i bade you shoot at yon birch tree shimmering there to the left of the deer did i not say fly at yon mark and now you have killed one of the king's deer,1.0
6685-70977-0033,0033,go and cut me the antlers from off yon poor beast when this was done he caused his men to attach the horns by means of a cord to master carfax's head then with his own hand will gave the horse a lead towards nottingham then with a view halloo,1.0
6685-70977-0034,0034,the steed bearing the unfortunate man was started in real earnest and the foresters sent staggering by after it along the road to nottingham when they were out of sight robin thanked the outlaw again for all that he had done for them will merely shrugged his shoulders as one who would say tis a matter not worth breath,1.0
6686-216563-0088,0088,i have laid the foundation of the social structure i have done more i have given an example of the true method of solving political and legislative problems of the science itself i confess that i know nothing more than its principle,1.0
6686-216563-0094,0094,for my part i have sworn fidelity to my work of demolition and i will not cease to pursue the truth through the ruins and rubbish i hate to see a thing half done and it will be believed without any assurance of mine that having dared to raise my hand against the holy ark,1.0
6687-119383-0034,0034,henceforth i shall not consider my oath of allegiance obligatory as i have hitherto done i'll show you what harm i can do your vile organization but you shall have no chance,1.0
6687-119386-0046,0046,by the way old man what have you done with my feller your fellow yes hal hartly how should i know anything about him,1.0
6689-64264-0009,0009,they would for instance keep watch on her serving and as soon as the customer was gone would find open fault with this or that she had said or done but even this was comparatively endurable,1.0
6689-64264-0041,0041,if you wanted to take my part you should have done so when there would have been some good in it how could i before miss mortimer you know then why do it now,1.0
6689-64286-0035,0035,the courage of letty began to revive a little the impossibility of doing all that ought to be done had in her miserable weakness so depressed her that she had not done even as much as she could except where tom was immediately concerned,2.0
6689-64286-0044,0044,by late hours and strong drink he had done not a little to weaken a constitution in itself as i have said far from strong while the unrest of what is commonly and foolishly called a bad conscience,1.0
6689-64286-0066,0066,not mental misery tom would not hear of his mother being written to i have done letty wrong enough already he said without subjecting her to the cruel tongue of my mother,1.0
6689-64286-0069,0069,but live with her or die with her i could not to make either possible you must convert her too when you have done that i will invite her at once never mind me tom,1.0
6689-64286-0072,0072,and for the present i will dictate a letter if you will write it bidding her good by and asking her pardon for everything i have done wrong by her which you will please send if i should die,1.0
6695-252325-0039,0039,and instead of dwelling as he once would have done exclusively on your traits of character and disposition he discussed nothing but your abilities and the capacity by which you could win your way to honors and distinction,1.0
6695-71407-0003,0003,who had done substitute work before suddenly the detective arose with decision went to the telephone and rang up central hullo give me four five six seven eight park there was a buzz and then a heavy voice came over the phone,1.0
6695-71407-0010,0010,as i said vapp this is no ordinary case i want you to keep track of this man day and night i'll do it if it can be done i want you to note every person he communicates with,1.0
6696-68773-0014,0014,just now you must have some sleep and get your strength back and don't worry about lucy burke will do everything that can be done and i am confident he will be able to trace the girl in time thank you sir,1.0
6696-73295-0027,0027,well hung town built i have not had it a month it was built for a christ church man a friend of mine a very good sort of fellow he ran it a few weeks till i believe it was convenient to have done with it,1.0
6701-71402-0042,0042,thet's right jack make em behave themselves came from the old farmer in front this is serious business this is what was done with the body of missus langmore continued the coroner to the servant girl the docther said,1.0
6705-74244-0010,0010,which would have been more becoming if you had done it at the first said father anselm reprovingly then he turned to miss elaine who all this while had been looking out of the window with the utmost indifference,1.0
6705-74244-0015,0015,ah yes said the father smiling gently when the story was done,1.0
6705-74244-0048,0048,and done in a general way as much damage as he possibly could under the circumstances but elaine noticed one singular occurrence not a monk had moved to seize the young man except one who rushed forward,1.0
6707-73028-0037,0037,but you are always kind things are done kindly always at your house because there is so much love there you will write to julia for me good night then missus clavering kissed her and went,1.0
6713-56749-0031,0031,as several have done upon the account of devotion and some philosophers by reasoning to be one's own servant to lie hard to put out our own eyes to throw our wealth into the river to go in search of grief,1.0
6724-73990-0039,0039,nobody ever goes there the captain doesn't want visitors he must have done something dreadful in his time if it was only known when he's so set on living like a hermit away down on that jumping off place did you see any of them,1.0
6726-56640-0023,0023,i am got on board the same unlucky ship done of nantucket,1.0
6726-56640-0027,0027,i hope you all will forgive me for all that i have done your son peter van wagener,1.0
6726-56640-0031,0031,the peter jackson that used to live at laterett's he died on board the ship done of nantucket captain miller,1.0
6726-93466-0022,0022,each time that this had to be done kreta lifted mary armstrong and carried her and she had now become so exhausted that she was unable even to protest ronald would have carried her himself but he felt that it would be worse than useless to attempt to do so,1.0
6726-93466-0096,0096,it seems very unkind to leave him the girl said after all he has done for me he will understand it my dear young lady and you can see him in the hospital directly you get there mary reluctantly allowed herself to be lifted into the saddle and rode off with the trooper,1.0
6727-10344-0031,0031,we may ask why it is that when a lighted candle is obscured by the intervening object the whole room is darkened it is not that the light is condensed round the candle when this is done,1.0
6733-59185-0004,0004,decently and in order no doubt many reprehensible things were being done but they were being done quietly outwardly so far as was possible a respectable front was preserved,2.0
6733-97084-0025,0025,o dear o dear what is to be done,1.0
6735-66412-0033,0033,that is a lie the injury was done by the blade of a spear or some weapon of the kind are you sure yes calder bent down suddenly towards the arab on the angareb,1.0
6741-253270-0021,0021,he said you'd never be safe a moment as long as i stayed here his answer was a peal of laughter i've done more than threaten him i've whipped him within an inch of his life,1.0
6743-72306-0017,0017,and then i shall be able when i meet that girl again to tell her that i had done what she challenged me to do without any idea that i would take her challenge up i turned in at the gate and walked up the pathway the headstones bore a somewhat ghostly look in the starlight,1.0
6743-72306-0035,0035,what good have you ever done to deserve it,1.0
6743-72306-0049,0049,rose and went into the outer shop to serve a customer with half a pound of tea that done she was back again and the scrubbing was renewed again a tinkle and again she stood up and went into the shop to a child who desired to buy a pennyworth of lemon drops,1.0
6746-72302-0053,0053,the sound that issued from his instrument was like the humming of flies but he got distinct notes out of his strings though the notes were faint after he had played truant for some time his father heard what he had done,1.0
6749-53256-0036,0036,he knew also that it was roger who had led him into this trap although he deemed it done with no malice against him so he said to himself that if he went with roger he but went a roundabout road to the dry tree,1.0
6749-53256-0038,0038,that he might be but that he was already of the fellowship of the dry tree and most like would go straight thence to their stronghold so he spake as soberly as the tall man had done since ye give me the choice fair sir,1.0
6749-74575-0030,0030,the same thing i have often done in the following experiments concerning all which this one admonition may suffice now from these experiments it follows not that all the light of the blue is more refrangible,1.0
6749-76160-0028,0028,there is never any cause for pity the three young people could say nothing in answer the doctor however spoke thoughtfully perhaps it is superfluous but tell me have you done away with injustice estra,1.0
6752-74795-0017,0017,only one flew onto my table but had no sooner done so than it darted away again and out of the room as if greatly alarmed i caught the pretty girl's eye just then and having finished eating and being anxious to join the conversation for i hate to sit silent when others are talking,1.0
6752-74795-0056,0056,some work of a simpler kind there are trees to be felled land to be plowed and many other things to be done if you will do these things some one else will be released to perform works of skill,1.0
6753-76097-0010,0010,the bones are not crumbly enough and the rags which the real mummies are done up in are pretty difficult to imitate i was mighty anxious to explore the big caves so off we went to the place,1.0
6753-76097-0040,0040,and know they can give eastern frogs cards and spades and beat them easy but you don't know what they sound like when you are really thirsty probably not i answered well continued the curiosity dealer i knew nothing could be done until morning,1.0
6753-76097-0048,0048,walking about the cave i suffered so with the heat and thirst that the hope of escape alone kept me from going mad at last the rope was done and tied together with various knots it had a creepy sort of stretchy feeling when i pulled on it,1.0
6753-76097-0054,0054,of course i got down the rest of the way all right or i wouldn't be here but i don't know as i would have done it if antonio had pulled down the second ladder instead of the bottom one,1.0
6753-76098-0010,0010,for the first minute or two nothing was done forward and back they moved their arms moving in and out,1.0
6754-283198-0021,0021,but they howled so piteously that i was forced to bring them together again it would have done your heart good to witness their meeting and to see how they leaped and rolled with delight here hob he added taking a cake from his apron pocket divide this with thy brother,1.0
6758-72288-0017,0017,the lord's will be done then ensued a great burst of weeping and anna's eyes brimmed till she could see no more the church bell began to toll for a departing spirit and following each stroke there came to her as the after clang of the boom,1.0
6758-72288-0022,0022,he was the son of that joseph the jaeger who was killed by the smugglers in the mountains that is true but do you not know that the king has ennobled him he has done such great things in the residenz he built,1.0
6773-76039-0050,0050,becomes all too manifestly not the companion goddess sir richmond brooded over his sculls and thought throughout my life i have been an exceedingly busy man i have done a lot of scientific work and some of it has been very good work and very laborious work,1.0
6773-76039-0062,0062,doctor martineau shook his head disapprovingly no he said it wasn't fair to your wife it was shockingly unfair i have always realized that i've done what i could to make things up to her heaven knows what counter disappointments she has concealed,1.0
6784-76151-0004,0004,again discarding all precedent i packed not all my forces together as had been done in the past but scattered them up and adown the coast fronting the land of klow,1.0
6784-76151-0008,0008,and we were all safely ashore before they had ceased to scour the seas for us i immediately placed my heavy machines and just as all former expeditions had done,1.0
6784-76152-0032,0032,what have ye done ye trifler i have transformed this empire into one vast magnet i answered coolly then i showed him a boulder on the summit of a distant hill,1.0
6788-96241-0010,0010,with regard to human action i shall then have done all that is in my power to communicate it as fully as possible the given point of view and the method of treatment announced,1.0
6788-96241-0025,0025,so that everything that can or ought to become must have already done so for all such historical philosophy whatever airs it may give itself regards time just as if kant had never lived,1.0
6792-73035-0008,0008,not only his word was at stratton but his heart also and to ask her pardon for the wrong that he had done her by that caress for some ten minutes as he walked through the streets his resolve was strong to do this manifest duty,1.0
6792-73035-0044,0044,but that which you have done me cannot be undone julia he said coming up to her,1.0
6792-73035-0061,0061,was done to florence burton and not to her but his agony was too much for him at present and he could find no words in which to speak to her i said to myself that you would come when the funeral was over and i wept for poor hermy,1.0
6792-73035-0062,0062,as i thought that my lot was so much happier than hers but people have what they deserve and hermy who has done no such wrong as i have done is not crushed as i am crushed it was just harry that the punishment should come from you but it has come very heavily,2.0
6792-73035-0086,0086,say that you will be my wife no i will not say it she rose again from her chair and took her hand away from him i will not say it go now and think over all that you have done and i also will think of it god help me,1.0
6792-73035-0087,0087,what evil comes when evil has been done but harry i understand you now and i at least will blame you no more go and see florence burton,1.0
6792-73039-0006,0006,in that she had come to loathe her devoted friend and to feel it to be incumbent on her to rid herself of such devotion now had arrived the moment in which it might be done and yet there were difficulties two ladies living together in an inn,1.0
6792-73039-0050,0050,as a cat might have done and hiding them somewhere about her person,1.0
6794-73984-0026,0026,but was a law unto herself alma sat down by her window and looked out over the lane where the slim wild cherry trees were bronzing under the autumn frosts her lips were very firmly set something must be done but what,1.0
6794-73984-0055,0055,perhaps she thought mournfully this perversion of proper feeling was her punishment for the deception she had practised she had deliberately done evil that good might come,1.0
6794-73984-0064,0064,and it was the face of a blithe man who had not heard any evil tidings it was left to her to tell him surely she thought apathetically that was punishment enough for what she had done with her hand on the doorknob she paused,1.0
6794-73984-0083,0083,can you ever forgive me gilbert she said humbly i don't know that there is much to forgive he answered i have some explanations to make too and since we're at it we might as well get them all over and have done with them,1.0
6804-79287-0042,0042,my gross familiarities as far as i might why can you not go on as we have done and say nothing about the word forever was it not plain from this that she even then meditated an escape from me,1.0
6804-79288-0022,0022,i asked what it could mean what had i done in her absence to have incurred her displeasure why had she not written to me i could get only short sullen disconnected answers,1.0
6804-79288-0053,0053,and offered to kiss her at parting i found she obstinately refused this stung me to the quick it was the first time in her life she had ever done so,1.0
6804-79288-0084,0084,for any one who was not rendered callous to such familiarities by bestowing them indiscriminately on every one to grant the extreme and continued indulgences she had done to me,1.0
681-152975-0005,0005,we had roped in a bathing place after examining it and finding it safe for those who are not good swimmers and you see what has been done with our work the stakes were pulled up and the rope hidden in the water,1.0
681-161945-0026,0026,to him i leave the rest this done,1.0
681-161962-0019,0019,said the little man if you want to preach just wait till this job's done throw the light on the door dick,1.0
681-161962-0026,0026,somehow till we've done here,1.0
681-161962-0040,0040,is this the room where the murder was yes don't talk about it why not we haven't done another he'll come round what next dick cut was the laconic reply,1.0
6818-68772-0012,0012,until advertisers are forced to confine themselves to newspapers magazines and circulars their only legitimate channels this much mister forbes has already done for you and he will now tell you what else if he is elected,1.0
6818-68772-0048,0048,as mister hopkins knows it is little more than pitch i cannot see that there is anything my girls have done to forfeit respect and admiration asserted uncle john stoutly to accuse them of boldness or immodesty is absurd,1.0
6818-76332-0007,0007,she patted joyce's hand there are some things however that perhaps you do not know and after what you have done for me you deserve to i was married when i was a very young girl,1.0
6821-276753-0037,0037,that he is not going to use any force but it is a sort of fighting that is to be done by votes and words and i think therefore the president need not bring artillery and order out the militia to suppress them,1.0
6821-276753-0038,0038,in the mode proposed by the senator from tennessee mister johnson i had not quite done but if the senator is satisfied mister davis quite satisfied i am entirely satisfied,1.0
6821-276753-0042,0042,i will not attempt to destroy the administration by refusing any officers to administer its functions i should vote as i have done in administrations to which i stood in nearest relation against a bad nomination but i,1.0
6828-64738-0035,0035,before he eat her up as he had got such good cheer for her when they had done their supper they heard a great noise and the good old man began to bid his poor child farewell for he knew it was the beast coming to them,1.0
6828-68770-0007,0007,he has been released released when last evening his fault has been forgiven and he is now free the woman sat silent for a time then she asked you have done this mister forbes,1.0
6828-68770-0024,0024,i've been looking at the picture said kenneth and you mustn't think of her as dead missus rogers said beth pleadingly i'm sure she is alive and that we shall find her we're going right to work and everything possible shall be done to trace your daughter,1.0
6836-61803-0027,0027,after what i've confessed it would be folly in me to expect pardon and i don't i've been a bad fellow and no doubt have done enough to deserve my fate but bad as i may have been,1.0
6836-61804-0018,0018,not yet dead though the blood streaming from a wound in her bared bosom showed she had not long to live to the question who has done this she was only able to answer diaz,1.0
684-131458-0023,0023,as well as of the many good offices he had done me during my solicitations at court i offered to lie down that he might the more conveniently reach my ear but he chose rather to let me hold him in my hand during our conversation,1.0
684-141263-0020,0020,obeying the commands which were given to him when it came to his turn to serve and taking his full share of all the hardest of the work which was to be done nor was this all mere boys play,1.0
684-141263-0024,0024,or to wheel earth and construct fortifications with his own hands still less to make the wheelbarrows by which the work was to be done but he was aware that he could superintend these things far more intelligently and successfully,1.0
684-141263-0025,0025,if he knew in detail precisely how every thing ought to be done and that was the reason why he took so much pains to learn himself how to do them as he grew older he contrived to introduce higher and higher branches of military art into the school,1.0
6841-88294-0014,0014,i used to listen by the hour but i never made out anything really important as to who the man was or where he'd come from or what he'd done,1.0
6848-252322-0024,0024,what have you done have you given him anything broke in the boy hurriedly i took a bleeding from him little short of sixteen ounces from the temporial said billy proudly,1.0
6848-76049-0006,0006,he was not even trying to sleep why he meditated had v v stayed on in europe so much longer than she need have done and why had gunter lake suddenly got into a state of mind about her,1.0
6849-69603-0025,0025,whose image could often rouse in her a sense of loss that showed itself in occasional spells of silence and tears but substantially she never repented what she had done although colonel delaney made the penalties of it as heavy as he could,1.0
6849-69603-0077,0077,she was jealous you say of her mother's attentions to you she watched you and in the end she took possession of you much the same creature apparently then as now no moral please till the tale is done,1.0
6849-69603-0124,0124,she has intrigued with them all in turn against me she has done the same even with my servants i can trust none of them where she is concerned i am alone in my own house my blindness makes me her tool her plaything as for my salon,1.0
6849-69603-0126,0126,and she has done this by constant intrigue and deception by flattery by lying the old face had become purple lady henry breathed hard my dear friend said sir wilfrid quickly laying a calming hand on her arm,1.0
6875-76999-0003,0003,in the meantime his work at the castle was done he had exhausted its possibilities,1.0
6875-76999-0020,0020,said mister flexen giving him half a crown he walked back to the car pleased to have done olivia the service of closing william roper's mouth at any rate for a time he would talk of course sooner or later probably sooner,1.0
6875-76999-0056,0056,but there was nothing to be done the scandal must run its course,1.0
6875-76999-0092,0092,with very much the air of lady macbeth presenting her husband with the dagger william roper was stupefied mister manley truculent and dramatic cowed him i never done nothing sir he said feebly,1.0
6875-76999-0093,0093,sign at once said mister manley gazing at him with the glare of the basilisk i ain't agoing to sign i ain't done nothing to be discharged i ain't said nothing but what i seed with my own eyes william roper protested,1.0
6877-79973-0039,0039,but the huntsman thought the plant must have done its work and said i will go into the kitchen and see as soon as he got downstairs he saw the two asses running about and the salad lying on the ground,1.0
6877-79973-0040,0040,this is all right he said two of them are done for then he picked up the leaves put them on a dish and took them to the maiden i am bringing the precious food to you myself said he,1.0
688-1070-0008,0008,but before that in the time of anderson the old cashier who had died much strange juggling had been done with the records the railroad in new mexico had apparently drained the banker's private fortune and he determined to retrieve it by one stroke,1.0
6880-216547-0075,0075,in its rude simplicity but if you have softened the form you are none the less faithful to the ground work of your doctrines and although you have done me the honor to give me a share in this perilous teaching,1.0
6880-216547-0097,0097,so brilliant with knowledge and fervor i wish sir that my impaired health would permit me to examine with you page by page the memoir which you have done me the honor to address to me publicly and personally,1.0
6882-79975-0017,0017,the door was so low that she had to stoop to get in where are the servants asked the princess servants indeed answered the beggar whatever you want done you must do for yourself,1.0
6882-79975-0018,0018,light the fire and put the kettle on to make my supper i am very tired but the princess knew nothing about lighting fires or cooking and to get it done at all the beggar had to do it himself,1.0
6883-66623-0033,0033,hardly had he done so when the animal began to exhibit signs of excitement he trotted about nervously sniffing the air gathering the wind from every direction and his jaws dropped with a snarling whine,1.0
6883-79964-0013,0013,the little man soon after appeared and said everything is done as you commanded and the witch hangs on the gallows what further orders have you master nothing at this moment answered the soldier you can go home only be at hand when i call you only have to light your pipe at the blue light,1.0
6883-79964-0018,0018,clean his boots of course it was only a dream and yet i am as tired this morning as if i had done it all the dream could not have been true said the king but i will give you a piece of advice fill your pocket with peas,1.0
6892-256224-0049,0049,these gigantic works demanded knowledge of astronomy geometry mechanics and architecture besides a perfect organization whether the task was the strengthening of dams or the clearing of canals it had to be done and finished within a certain period over a great area,1.0
6892-256226-0003,0003,or hast thou not noticed that prince rameses is angry at the minister and our lord is not forgetful it is not the prince who is offended with our lord but our lord with the prince and he has reproached him he has done well for it seems to the young prince at present,1.0
6895-92806-0043,0043,mister mc caskey laughed loudly that's yer phelan he shouted sardonically divil a bit would a pat have done that trick,1.0
690-134308-0026,0026,mansus has done his best the other went on easily,1.0
6904-262305-0019,0019,a man in bed with a plaster on his chest was not likely to invite company to supper before he had seen his way out of the shock or the girl had done staring at him missus jenkins descended the stairs and joined them having been attracted by the conversation,1.0
6904-262305-0032,0032,that's what i have done mister ketch had at length come to the same conclusion the invitation must be the work of the college gentlemen only fancy the unhappy man standing outside missus jenkins's inhospitable door deceived betrayed fainting for supper,1.0
6904-262305-0033,0033,done out of the delicious tripe and onions he leaned against the shutters and gave vent to a prolonged and piteous howl it might have drawn tears from a stone in a frame of mind that was not enviable he turned his steps homeward clasping his hands upon his empty stomach,1.0
6906-65919-0033,0033,well you have done your duty she replied it is those who have not done it who are to be pitied she had no opportunity to say more martial came running after them,2.0
6912-70845-0014,0014,nothing that the bolsheviki had done could compare with this fearful blasphemy in the heart of holy russia,1.0
6912-70847-0034,0034,they will be deprived of the right of receiving food all the reserves which they possess will be requisitioned the property of the principal criminals will be confiscated we have done our duty in warning those who play with fire,1.0
6913-80509-0041,0041,sidney muttered to himself as he had done before like one who is angry,1.0
6918-47541-0012,0012,nuptial heroical profitable pleasant honest all three loves put together are little worth if they proceed not from a true christian illuminated soul if it be not done,1.0
6923-82334-0000,0000,well now why don't you write a sensible book i should like to see you make people think do you believe it can be done then i asked well try he replied accordingly i have tried,1.0
6923-82334-0006,0006,indeed i would rather not know it will be sufficient reward for me to feel that i have done my duty and to receive a percentage on the gross sales london march eighteen ninety one,1.0
6923-82335-0041,0041,i have packed more than that but not much at all events i have got everything into one small bag i should like to have taken that tea arrangement it would have done so nicely to play at shop with in the train,1.0
6923-82337-0031,0031,in compensation of the wrong i had done her a few moments ago and i argued most eloquently my rhetoric was however quite thrown away oh it's only a vice consul he said here's his name on the bag there's plenty of room for him in with the guard,1.0
6924-114452-0005,0005,and so on but when they have become very skilled in their professions and done any great deed in war or in time of peace a cognomen from art is given to them such as beautiful the great painter pulcher pictor magnus,1.0
6925-80680-0072,0072,ameer ali bowed low and answered that he had done and would do the king all the service that lay in his power save only this one thing the king who considered his daughter's hand a prize for any man flew into a passion and the princess was more furious still,1.0
6937-262269-0008,0008,there is no other way open to me by which i can earn something to help in this time of need except that of becoming a governess many a lady better born than i has done it before me a daily governess i think you said,1.0
6937-262269-0051,0051,what has the school done sir respectfully asked gaunt your memory must be conveniently short chafed the master have you forgotten the inked surplice gaunt paused but that was not the act of the whole school sir,1.0
6937-262269-0054,0054,the appeal brought forth no further result than the other had done the master continued,1.0
6937-262269-0057,0057,not in the master interrupted gaunt a sneak a coward if he has a spark of manly honour in him he'll speak up now as it has come to this i say charley channing should be made to declare what he knows said one he saw it done who says he did,1.0
6937-262269-0059,0059,the master has called the seniors to his aid and i order you to speak did you see this mischief done no i did not fearlessly replied little channing if he doesn't know he suspects persisted hurst come miss channing,1.0
6943-85172-0020,0020,which she evidently received with pain but an effort to smile as ellen had done in return for the smile of her mamma after a short pause missus harewood said well matilda your delicacy is now satisfied,1.0
6945-60535-0003,0003,rests on the certainty of getting work done how will the work of this planet be done,2.0
6945-60535-0050,0050,involve a vast amount of book keeping between the various authorities the world state government and the customers and this book keeping will naturally be done most conveniently in units of physical energy,1.0
6945-60535-0055,0055,could be entirely eliminated in my utopia at any rate this has been done the production and distribution of common commodities have been expressed as a problem in the conversion of energy,1.0
6945-60535-0075,0075,was that a monetary system based upon a relatively small amount of gold upon which the business of the whole world had hitherto been done fluctuated unreasonably and supplied no real criterion,1.0
6947-53261-0002,0002,as others have done before thee well well,1.0
6947-53263-0014,0014,scowling and his face white as chalk then he spake to her coldly and sternly stretching out his bloody sword before her i have done thy bidding and slain my very earthly friend of friends for thy sake,1.0
6950-86713-0039,0039,and as the most sanguine looked upon any attempt of napoleon to remount the throne as impossible he met with nothing but refusal and had returned home in despair declaring that the matter was serious and that nothing more could be done,1.0
6950-86822-0046,0046,the bandage fell from his eyes and he understood the joke which he did not think quite so stupid as he had done just before come he said if i pay you the one hundred thousand francs will you be satisfied and allow me to eat at my ease,1.0
6950-86823-0035,0035,of the evil you have done said the voice oh yes oh yes i do indeed repent and he struck his breast with his emaciated fist then i forgive you said the man dropping his cloak and advancing to the light,1.0
6951-79737-0040,0040,it is very hard for all children but then it must be done the way in this,1.0
6951-79737-0055,0055,one mode by which this may be done is by not springing disagreeable obligations upon a child suddenly but,1.0
6954-76168-0008,0008,until our average longevity is several times greater than on our neighboring planet but so far it has been a mere reprieve what i have done is to prevent age itself this lad,1.0
6954-76168-0020,0020,he is a man in mentality and an innocent boy in body estra i have done the thing you wish this boy will never know jealousy because he will never know love the man in the room with the four answered in a flash,1.0
6954-76168-0021,0021,so you have savarona but only for men no female can benefit by what you have done but i tell you that within the past few minutes a child has been born under circumstances which can be repeated at any time,1.0
6956-76046-0046,0046,does that matter they do nothing to carry life on they are just vain repetitions imperfect dreary blurred repetitions of one common life all that they feel has been felt all that they do has been done better before,1.0
696-92939-0036,0036,and in miss cavell's home town every eligible man was sworn into the army a bitter denunciation of the german act was made by sir edward grey the germans themselves had only a poor excuse for what they had done,1.0
696-92939-0038,0038,she was tried with great haste and with great secrecy and after the trial the sentence was carried out far more speedily than usual moreover they had deceived mister whitlock and the other members of the american legation and had done so deliberately,1.0
696-93314-0031,0031,one thing he ought to be able to remember those pretty vividly the confounded pup the onlooker had never done anything wronger than you have done my good reader and he never expected to meet a giant temptation any more than you do,2.0
696-93314-0058,0058,that's all the onlooker got out at the next station short of owning to his own lie he had done what he could to insure its being found out for the lie it was or at least for a mistake,1.0
696-93314-0059,0059,and when he had done what he could he saw that the lover might not find it out might be passed for the army might go to the front might be killed and then well i've done my best anyhow he said to himself,2.0
696-93314-0060,0060,and himself answered him liar you have not done your best you will have to eat your lie yes though it will smash your life and ruin you socially and professionally you will have to tell him you lied and tell him why,1.0
6965-277899-0000,0000,of at least half the hunt while his lack of tact and amiability had done much to alienate the remainder hence subscriptions were beginning to fall off foxes grew provokingly scarcer,1.0
6967-50150-0071,0071,you must come down both of you or you'll be too late missus edmonstone hastened to call amabel those moments that she had been alone amabel had been kneeling in an earnest supplication that all might be forgiven that she had done amiss in the home of her childhood,1.0
6967-50152-0023,0023,he promises it to me when he has done with sir galahad said amy two three evenings you must have been a long time at munich a fortnight said guy there is a great deal to see there philip did not quite understand this nor did he think it very satisfactory that,1.0
6967-50152-0042,0042,and madonna is the very heart of the fever sondrio not much better i don't see how it is to be safely done and though very likely we might not catch the fever i don't see any use in trying that is making yourself a slave to the fear of infection,1.0
6967-50152-0057,0057,he had after a fashion forgotten that she was lady morville not the cousin amy with whom guy's character might be freely discussed he had often presumed as far with his aunt but she though always turning the conversation had never given him a rebuff amabel had not done,1.0
6967-50152-0060,0060,how after all you have done and written he defended you with all his might when those at home were angry how he sought you out on purpose to try to be real cordial friends philip's face had grown rigid and chiefly at the words those at home were angry,1.0
6974-258420-0015,0015,if justice is ever to be done to the easy flow and majestic simplicity of the grand old poet it can only be in the heroic blank verse,1.0
6978-86037-0001,0001,laying her paw on her mistress's arm crying never does any good i will see what can be done the cat was as good as her word as soon as she returned from her drive she trotted off to the forest to consult a fairy who dwelt there,1.0
6978-92936-0043,0043,since the beginning of the christian era he had lived to see the leper colony grow from a ribald obscene settlement to an orderly hospital where as much as was possible was done for the sufferers that were compelled to remain there,1.0
698-122863-0004,0004,and all the silly things that were done in avonlea that summer because the doers thereof were dared to do them would fill a book by themselves first of all carrie sloane dared ruby gillis to climb to a certain point in the huge old willow tree before the front door which ruby gillis,1.0
698-122863-0027,0027,because the thought that it is all my own fault is what makes it so hard if i could blame it on anybody i would feel so much better but what would you have done marilla if you had been dared to walk a ridgepole i'd have stayed on good firm ground,1.0
698-122876-0019,0019,but just now i feel as if it were joy enough to sit here and look at you i'm tired i think tired of being studious and ambitious i mean to spend at least two hours tomorrow lying out in the orchard grass thinking of absolutely nothing you've done splendidly anne,1.0
698-122876-0029,0029,well anne you've done real well at queen's i must say to take first class license in one year and win the avery scholarship,1.0
6981-70843-0019,0019,for many of them had given their word at the winter palace not to take up arms against the people williams offered to mediate if antonov were released this was immediately done antonov and williams made speeches to the victorious sailors inflamed by their many dead,1.0
699-132882-0004,0004,and also any charming funny things that had been done or might have been done for he could imagine almost anything scrap's eyes grew round with wonder and affectionate pride in her mother,2.0
699-132882-0021,0021,the first thing she would do when she got home would be to have it out with frederick if he didn't come to san salvatore that is what she would do the very first thing long ago she ought to have done this,1.0
699-132882-0024,0024,she knew he often had no idea of having done it for a person who wrote books thought rose frederick didn't seem to have much imagination anyhow she said to herself,1.0
70-121127-0054,0054,i will return to morrow said bertuccio good gendarmes i am at your service ah sir do leave a few crowns for me at the gate that i may have some things i am in need of it shall be done replied bertuccio,1.0
7000-83708-0010,0010,unwise to enable him to bat with more advantage mister benyon had removed his waistcoat which matched his trousers and his coat what he had done with it i cannot say,1.0
7000-83708-0013,0013,i am afraid i wasted more time in preparing to deliver my first ball than i need have done but if mister benyon had not had a smack with a bat for twenty years it was a good fifteen since i had bowled a ball,1.0
7009-2331-0030,0030,and then turned to him with a puzzled look of inquiry exactly said waldo in answer to her look but how can we create she asked it's been done already,1.0
