File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,AintVariation,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,SyllableCount,SpeechRate,amazon_transcription,deepspeech_transcription,deepspeech_ConfidenceLevel,google_transcription,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_ConfidenceLevel,microsoft_transcription
ROC_se0_ag3_f_01_1,2075,ROC_int_01,2239.1793,2240.0492,0.8699,I didn't know that.,didnt,1,0,11.80256543,11.76,19.25,5,5.747787102,Everything Is.,everything is,-7.016311646,everything is,0.974774063,everything is ,0.91,Everything is.
ROC_se0_ag3_f_01_1,2092,ROC_se0_ag3_f_01,2258.2917,2259.6485,1.3568,"I still haven't been though, but",havent,1,0,11.87791811,11.37,9,7,5.159198113,Still bend over.,,-15.2777586,,0,%HESITATION ,0.9,System bend over.
ROC_se0_ag3_f_01_1,2097,ROC_se0_ag3_f_01,2261.5033,2265.9369,4.4336,"Cause I go on Saturdays, so I get what I need. I never- by Tuesday, I'm not out,",imnot,1,0,18.36070658,18.32,14.5,22,4.962107542,"Because I go on saturday so I get what I need, I never by Tuesday, I'm not out.",on saturdays so i get what i need i never i today i'm not,-80.97438049,"If I go on Saturday, so I get what I need. I never by Tuesday. I'm not out.",0.912241518,like on Saturdays so I get what I need I never by Tuesday I'm not our ,0.82,'cause I go on Saturday so I get what I need. I never by Tuesday. I'm not out.
ROC_se0_ag3_f_01_1,2126,ROC_se0_ag3_f_01,2294.4806,2295.7993,1.3187,"but I haven't been since then,",havent,1,0,8.000321368,7.7,4.25,7,5.308258133,I haven't been since then.,in sense,-34.38552475,I haven't been since then.,0.90635556,I haven't been since then ,0.45,I haven't been since then.
ROC_se0_ag3_f_01_1,2162,ROC_se0_ag3_f_01,2325.5628,2329.9684,4.4056,"Th- that- that's good they didn't let a few bad ones just ruin everything,",didnt,1,0,23.12229702,22.97,22.25,19,4.312692936,"That's good, they didn't let a few bad ones just ruin everything.",the good they didn't let a few bad ones just ruin everything,-67.94396973,"That's good. They didn't let a few bad ones, just ruined everything.",0.952306211,that that's good they didn't let a few bad ones just ruin everything ,0.88,That's good they didn't let a few bad ones just ruin everything.
ROC_se0_ag3_f_01_1,2166,ROC_se0_ag3_f_01,2331.4387,2336.2946,4.8559,"That's still out there. I get out there. I'm not afraid cause I figure, if it's gonna happen, it's gonna happen, so.",imnot,1,0,15.48356341,15.29,11.25,28,5.766181346,"It's still out there, I get out there, I'm not afraid because I figure if it's gonna happen it's gonna happen so.",there i get out there i'm not afraid because i figure it's going to happen is going to happen so,-90.46887207,"Still out there. I get out there. I'm Not Afraid cuz I figure if it's going to happen is going to happen. So,",0.946514606,still there I get out there I'm not afraid because I figure if it's gonna happen it's gonna happen so ,0.8,Is still out there. I get out there. I'm not afraid. 'cause I figure if it's gonna happen. It's gonna happen so.
ROC_se0_ag3_f_02_1,85,ROC_se0_ag3_f_02,96.9834,98.5476,1.5642,but I didn't know that. I was,didnt,1,0,6.956600567,6.8,4,8,5.114435494,But I didn't know that I was.,i know that i ,-12.777565,But I didn't know that I was.,0.979687333,but I didn't know that I was ,0.79,But I didn't know that I was.
ROC_se0_ag3_f_02_1,101,ROC_se0_ag3_f_02,113.9986,116.0352,2.0366,"you know, and she didn't have any other job.",didnt,1,0,4.828399722,4.72,3.5,12,5.89217323,You know and she didn't have any other job.,she didn't have any other job,-26.90147591,"No, and she didn't have any other job.",0.887738228,you know and she didn't have any other job ,0.84,"You know, and she didn't have any other job."
ROC_se0_ag3_f_02_1,151,ROC_se0_ag3_f_02,163.4629,164.9942,1.5313,I didn't do my chores? ,didnt,1,0,15.21235654,15.08,16.75,6,3.918239404,I didn't do my Choice.,much,-13.29862976,I didn't do my children.,0.794754505,I didn't do much to ,0.77,I didn't do my chores.
ROC_se0_ag3_f_02_1,155,ROC_se0_ag3_f_02,167.2098,168.8236,1.6138,but I didn't make the bed.,didnt,1,0,9.194106419,9.12,5,7,4.337588301,But I didn't make the bed.,i didn't make the bed,-19.05808258,But I didn't make the bed.,0.986908615,but I didn't make the bed ,0.89,But I didn't make the bed.
ROC_se0_ag3_f_02_1,161,ROC_se0_ag3_f_02,173.4109,175.3856,1.9747,I didn't feed the biddies at all.,didnt,1,0,10.28226515,10.17,4,9,4.557654327,I didn't feed the babies at all.,i see the bodies that are,-33.29852295,I didn't see the bed is at all.,0.822825611,I didn't feed the bit is it all ,0.64,I didn't feed the birdies at all.
ROC_se0_ag3_f_02_1,197,ROC_se0_ag3_f_02,212.5095,216.3647,3.8552,"So she didn't whip me, she said, because I didn't feed the biddies.",didnt,2,0,16.0685186,15.89,4.5,17,4.409628554,So she didn't whip me and she said because I didn't feed the babies.,so she did what men she said because i didn't feel bit,-62.21868515,"So she didn't, whoop me, she said, because I didn't feed the business.",0.878999352,so she didn't let me she said because I did feed the bid is ,0.72,"So she didn't work me, she said because I didn't feed biddies"
ROC_se0_ag3_f_02_1,317,ROC_se0_ag3_f_02,362.9168,364.0305,1.1137,"She said, didn't matter.",didnt,1,0,9.061660582,8.94,1.75,6,5.387447248,She said didn't matter.,it didn't matter,-15.04547405,She said it didn't matter.,0.90012902,since it didn't matter ,0.74,She said didn't matter.
ROC_se0_ag3_f_02_1,370,ROC_se0_ag3_f_02,417.1592,418.6544,1.4952,I didn't let him know that.,didnt,1,0,7.523379659,7.45,5.75,7,4.68164794,I didn't let him know that.,let him know that,-12.19947052,I didn't let him know that.,0.965704143,I didn't let him know that ,0.99,I didn't let him know that.
ROC_se0_ag3_f_02_1,372,ROC_se0_ag3_f_02,418.7971,421.5248,2.7277,And I didn't run from him or anything like that.,didnt,1,0,8.507397428,8.41,4.25,13,4.765920006,And I didn't run from him or anything like that.,to from him and attaineth,-85.95526123,And I didn't run from him or anything like that.,0.985305905,and I didn't run from him or anything like that ,0.97,And I didn't run from him or anything like that.
ROC_se0_ag3_f_02_1,608,ROC_se0_ag3_f_02,666.4118,669.7978,3.386,but he didn't tell anybody else until I met RD-NAME-1.,didnt,1,0,8.487002302,8.33,4.5,14,4.13467218,But he didn't tell anybody else until I met.,he didn't tell anybody else until i met,-24.2098484,But he didn't tell anybody else until I met.,0.987754941,but he didn't tell anybody else until I met ,0.94,But he didn't tell anybody else until I met.
ROC_se0_ag3_f_02_1,620,ROC_se0_ag3_f_02,681.9886,683.4477,1.4591,You didn't mingle like that.,didnt,1,0,11.41573494,11.22,5.5,7,4.797477897,You didn't mingle like that.,did manlike that,-36.22488022,You didn't mean it like that.,0.951268852,you didn't mingle like that ,0.71,You didn't make it like that.
ROC_se0_ag3_f_02_1,647,ROC_se0_ag3_f_02,708.9082,710.7615,1.8533,cause in the old days you didn't-,didnt,1,0,9.739430854,9.58,2.5,8,4.3166244,Because in the old days you didn't.,in the old days she wouldn't,-30.07774734,"What's in the old days, you didn't?",0.884299695,because in the old days you didn't ,0.57,'cause in the old days you didn't.
ROC_se0_ag3_f_02_1,693,ROC_se0_ag3_f_02,760.2618,762.2623,2.0005,because I didn't wanna hurt her like that.,didnt,1,0,9.316008498,9.09,18.5,11,5.498625344,Because I didn't want to hurt her like that.,that i want to hurt her like that,-33.18541336,Because I didn't want to hurt her like that.,0.944908381,because I do want to hurt her like ,0.69,Because I didn't want to hurt her like that.
ROC_se0_ag3_f_02_1,695,ROC_se0_ag3_f_02,762.5304,763.876,1.3456,"I didn't know the story,",didnt,1,0,7.720068394,7.6,18.25,7,5.202140309,I didn't know the story.,no story,-19.409935,I didn't know the story.,0.87955904,I didn't know the story ,0.64,I didn't know this story.
ROC_se0_ag3_f_02_1,715,ROC_se0_ag3_f_02,784.1845,785.8189,1.6344,and we didn't have babysitters.,didnt,1,0,11.13204546,11.01,2.75,5,3.059226628,And we didn't have babysitters.,we didn't have babies,-37.78035736,And we didn't have babysitters.,0.990103245,and we didn't have babysitters ,0.67,And we didn't have babysitters.
ROC_se0_ag3_f_02_1,787,ROC_se0_ag3_f_02,865.2767,868.8751,3.5984,It wasn't clothes or anything. She didn't know how big I was or whatever.,didnt,1,0,7.417953988,7.28,4,20,5.558025789,"It wasn't close or anything, she didn't know how big I was or whatever.",clothed in a thatched know how big i was or whatever,-95.45371246,It wasn't closed or anything. She didn't know how big I was at. Whatever.,0.895898342,it wasn't close to anything she didn't know how big that one it would have ,0.59,It wasn't clothes or anything. She didn't know how big I was or whatever.
ROC_se0_ag3_f_02_1,803,ROC_se0_ag3_f_02,883.7417,885.6532,1.9115,telephones. I know we didn't.,didnt,1,0,13.9228834,13.76,19.5,8,4.185194873,Telephones I Know We Didn't.,that now we did,-33.73551559,"Telephone Sky. No, we did it.",0.647919357,telephone I know we did ,0.75,Telephones that no we didn't.
ROC_se0_ag3_f_02_1,871,ROC_se0_ag3_f_02,963.9832,967.6026,3.6194,And I didn't get tired of 'em like I got tired of that chicken. ,didnt,1,0,13.46722608,13.32,4.5,18,4.973199978,"And I didn't get tired of them, like I got tired of chicken.",pardon heartily,-77.74052429,And I didn't get tired of it.,0.931798398,and I didn't get tired of it had to have it fixed ,0.6,And I didn't get tired of him like I got tired at chick.
ROC_se0_ag3_f_02_1,1194,ROC_se0_ag3_f_02,1301.169,1302.3231,1.1541,You didn't take a lunch.,didnt,1,0,15.23312824,15.1,20.25,6,5.198856252,You didn't take a lunch.,take a lot,-11.29110718,You didn't take a lot.,0.81423986,I didn't take a lot ,0.91,We didn't take a lunch.
ROC_se0_ag3_f_02_1,1198,ROC_se0_ag3_f_02,1305.2459,1306.7875,1.5416,"And it didn't matter where you lived,",didnt,1,0,5.05685062,4.99,4.25,9,5.838090296,And it didn't matter where you live.,the matter where you live,-25.89967537,And then matter where you live.,0.849577844,and it didn't matter where you live ,0.97,And it didn't matter where you live.
ROC_se0_ag3_f_02_1,1283,ROC_se0_ag3_f_02,1395.5759,1398.4786,2.9027,and you didn't have a choice of where you go to high school.,didnt,1,0,10.00334691,9.9,4.5,14,4.823095738,And you didn't have a choice of where you go to high school.,i didn't have a choice the way you go to high school,-45.41508865,And you didn't have a choice of where you go to high school.,0.970136523,and you didn't have a choice of where you go to high school ,0.93,And you didn't have a choice of where you go to high school.
ROC_se0_ag3_f_02_1,1369,ROC_se0_ag3_f_02,1477.453,1482.262,4.809,"They didn't have computers back then, and I often wonder, why did they call that Edison Technical?",didnt,1,0,13.72956669,13.54,22.75,26,5.406529424,They didn't have computers back then and often wonder why do they call that Edison Technical?,have computers back then and after one way they call it ellison technical,-91.41091919,They didn't have computers back then and I often wonder why they call it Allison? Technical.,0.889921904,they didn't have computers back then and I often wonder why they call it yeah this is technical ,0.77,"They didn't have computers back then, and I often wonder why they call that Edison technical."
ROC_se0_ag3_f_02_1,1410,ROC_se0_ag3_f_02,1525.881,1528.5214,2.6404,"But you had to do it, and you didn't think anything of it.",didnt,1,0,9.34655855,9.24,3.5,16,6.059687926,But you had to do it and you didn't think anything of it.,you had to do it and you didn't think anything ,-32.85853958,But you had to do it and you didn't think anything up.,0.927610636,but you had to do it and you didn't think anything of it ,0.93,But you had to do it and you didn't think anything of it.
ROC_se0_ag3_f_02_1,1416,ROC_se0_ag3_f_02,1531.6644,1532.6337,0.9693,And parents didn't,didnt,1,0,13.11788555,12.99,22.5,5,5.158361704,The parents didn't.,i didn't,-13.31881714,Paris.,0.395030439,Pere didn't ,0.54,The parents didn't.
ROC_se0_ag3_f_02_1,1419,ROC_se0_ag3_f_02,1534.4317,1536.0146,1.5829,We didn't have school buses.,didnt,1,0,16.62179136,16.39,19,7,4.422262935,We didn't have school buses.,have school buses,-26.31371307,We didn't have school buses.,0.982390046,we didn't have school buses ,0.96,We didn't have school buses.
ROC_se0_ag3_f_02_1,1525,ROC_se0_ag3_f_02,1644.9684,1646.5925,1.6241,"didn't want me to wear heels,",didnt,1,0,6.335006404,6.19,3.25,7,4.310079429,Didn't want me to wear heels.,want me to where he,-28.66011238,Didn't want me to wear heels.,0.970077932,didn't want me to wear heels ,0.92,Didn't want me to wear heels.
ROC_se0_ag3_f_02_1,1602,ROC_se0_ag3_f_02,1731.0204,1734.9375,3.9171,we didn't have babysitters. We did what our parents told us to do.,didnt,1,0,10.60061661,10.44,20.75,14,3.574072656,We didn't have babysitters We did what our parents told us to do.,have battered appearance told us that no,-90.2720108,We didn't have babysitters. We did work a parents told us to do.,0.899602592,we didn't have babysitters we did was a Perrin's told us to do ,0.71,We didn't have babysitters. We did what the parents told us to do.
ROC_se0_ag3_f_02_1,1618,ROC_se0_ag3_f_02,1749.0977,1750.0863,0.9886,Isn't that something?,isn't,1,0,16.95927042,16.72,21.25,5,5.057657293,That that's something.,something,-12.56402874,Is that sounds?,0.486338377,is that something ,0.69,Is that something?
ROC_se0_ag3_f_02_1,1635,ROC_se0_ag3_f_02,1768.0244,1768.839,0.8146,"they didn't have,",didnt,1,0,3.832578281,3.74,2.5,4,4.910385465,They didn't have.,i have,-8.702428818,They didn't have.,0.971384287,they didn't have ,0.96,And they didn't have.
ROC_se0_ag3_f_02_1,1645,ROC_se0_ag3_f_02,1775.3082,1778.6389,3.3307,apartment buildings and stuff. They didn't have all that back then.,didnt,1,0,11.25280817,11.08,4.25,15,4.503557811,Apartment buildings and stuff they didn't have all that back then.,buildings and stuff they didn't have on that make,-69.26528168,Apartment buildings and stuff. They didn't have all that night.,0.876925588,apartment buildings and stuff they didn't have %HESITATION that back then ,0.84,Apartment buildings and stuff. They didn't have all that back then.
ROC_se0_ag3_f_02_1,1710,ROC_se0_ag3_f_02,1842.3522,1844.5303,2.1781,We walked. We didn't know anything different.,didnt,1,0,10.38232121,10.23,17.5,12,5.509388917,We walked we didn't know anything different.,we anointing de,-53.69697952,We walked we didn't do anything this.,0.98395288,we walked we didn't know anything different ,0.59,"We walked, we didn't know anything different."
ROC_se0_ag3_f_02_1,1712,ROC_se0_ag3_f_02,1845.2727,1847.0913,1.8186,It didn't matter how long it took us,didnt,1,0,10.58982592,10.46,13.75,10,5.498735291,It didn't matter how long it took us.,he made a long it took us,-35.47560501,It didn't matter how long it took us.,0.955049813,it didn't matter how long it took us ,0.88,It didn't matter how long it took us.
ROC_se0_ag3_f_02_1,1928,ROC_se0_ag3_f_02,2075.8431,2077.3989,1.5558,"You've heard that term, haven't you?",havent,1,0,7.624917367,7.53,2.5,7,4.499292968,You heard that term How would You?,that turn,-26.86243057,You heard that term.,0.858861744,you've heard that term ,0.56,You've heard that term at you.
ROC_se0_ag3_f_02_1,2194,ROC_se0_ag3_f_02,2360.1876,2363.4641,3.2765, so I didn't have to go by myself.  ,didnt,1,0,23.71275347,23.56,26.75,10,3.052037235,So I don't have to go by myself.,so i have to go by less,-46.09416199,I did have to go by myself.,0.781303525,still I do have to go by myself ,0.5,So I don't have to go by myself.
ROC_se0_ag3_f_02_1,2431,ROC_int_01,2606.9794,2611.5414,4.562,"I'm not quite sure, but I feel like I- cause I remember my mom saying something about Plymouth.",imnot,1,0,7.918331244,7.84,4,24,5.260850504,"You're not quite sure, but I feel like yeah, you're right, he was around Plymouth fab.",retreating you right he was around climate,-132.5440521,"Quite sure, but I feel like I can hear you, right? He was around Plymouth Ave.",0.763091624,not quite sure I feel like I yeah you're right around eleven ,0.74,"Not quite sure about. I feel like a yeah you're right, he loves around Plymouth Ave."
ROC_se0_ag3_f_02_1,2504,ROC_se0_ag3_f_02,2676.4861,2677.5788,1.0927,She didn't play.,didnt,1,0,20.90203689,20.56,2.5,4,3.660657088,She didn't play.,she did put,-20.23483658,She didn't play.,0.843548834,she didn't play ,0.44,She didn't play.
ROC_se0_ag3_f_02_1,2602,ROC_se0_ag3_f_02,2778.0771,2780.6657,2.5886,didn't seem like we got tired or anything.,didnt,1,0,12.25385444,12.07,2,12,4.635710423,Didn't seem like we got tired or anything.,i like we got tired or anything,-36.90498734,Didn't seem like we got tired or anything.,0.945119619,didn't seem like we got tired or anything ,0.84,It didn't seem like we got tired or anything.
ROC_se0_ag3_f_02_1,2614,ROC_se0_ag3_f_02,2790.2062,2795.6622,5.456,we didn't do anything exciting. We just walked up and down the street all day or all night. ,didnt,1,0,12.30174372,12.21,22,23,4.215542522,"We didn't do anything exciting, we just walked up and down the street all day or all night.",anything exciting we did walk up and down the street a day or all night said ,-74.60525513,We didn't do anything exciting. We just walk up and down the street all day or all night.,0.972618818,we didn't do anything exciting we just walk up and down the street all day or all night ,0.85,We didn't do anything exciting. We just walked up and down the street all day or all night.
ROC_se0_ag3_f_02_1,2627,ROC_se0_ag3_f_02,2809.2681,2811.5177,2.2496,They didn't do that back then. They didn't bother,didnt,2,0,10.08878315,9.96,24,12,5.33428165,I didn't do that back then they didn't bother.,to that back there ain't bother,-55.76769638,You didn't do that back then they didn't bother.,0.908064187,didn't do that back then they didn't bother ,0.94,"He didn't do that back then, they didn't bother."
ROC_se0_ag3_f_02_1,2661,ROC_se0_ag3_f_02,2854.0282,2856.8914,2.8632,"I'm not old enough for some things. When I'm old enough, it-",imnot,1,0,9.518987209,9.44,19.5,14,4.889633976,I'm not old enough for something when I'm old enough.,old enough for something when i'm old enough,-50.57186508,I'm not old enough for something when I'm old enough.,0.934725165,I'm not old enough or something when I'm old enough ,0.81,I'm not old enough for something when I'm old enough.
ROC_se0_ag3_f_02_1,2715,ROC_se0_ag3_f_02,2906.671,2910.2689,3.5979,and then ride my bike home. I didn't have to walk home. ,didnt,1,0,15.20890566,15.11,22,13,3.613218822,And then ride my bike home I didn't have to walk home.,the bilingual hall,-84.26322174,Can you ride my bike home? I don't have to walk home.,0.743112504,and there ride my bike home and have to walk home ,0.66,And they ride my bike home. I didn't have to walk home.
ROC_se0_ag3_f_02_1,2746,ROC_se0_ag3_f_02,2942.904,2945.2514,2.3474,"And I already talked about the parish house, didn't I?",didnt,1,0,14.82496369,14.62,3.25,15,6.390048564,"And I already talked about the paris house, didn't it?",he talked about the parched,-60.10906982,I know we talked about Paris house today.,0.808039546,and %HESITATION we talked about it Pere's hosted ,0.51,"And I already talked about Paris house, didn't."
ROC_se0_ag3_f_02_1,2750,ROC_se0_ag3_f_02,2947.6705,2949.8501,2.1796,I didn't talk about the train station,didnt,1,0,18.60059283,18.41,17.25,10,4.587997798,I didn't talk about the train station.,talk about the train station,-27.36006737,I didn't talk about the train station.,0.966849387,I didn't talk about the train station ,0.79,I didn't talk about the train station.
ROC_se0_ag3_f_02_1,2826,ROC_se0_ag3_f_02,3026.9752,3028.3713,1.3961,you didn't know where to go.,didnt,1,0,8.414064846,8.3,3.5,7,5.013967481,You didn't know where to go.,know where to go,-15.84018517,You didn't know where to go.,0.977977455,you didn't know where to go ,0.94,You didn't know where to go.
ROC_se0_ag3_f_02_1,2952,ROC_se0_ag3_f_02,3169.2179,3172.8721,3.6542,"They didn't stay there for weeks like they do here, like they do now.",didnt,1,0,11.98103602,11.8,19.25,15,4.104865634,They didn't stay there for weeks like they do here like they do now.,stay there for weeks like they do here like they do now,-51.40834427,They didn't stay there for weeks. Like they do here like they do now.,0.952913165,they didn't stay there for weeks like they do here like you do now ,0.89,They didn't stay there for weeks like they do here like they do now.
ROC_se0_ag3_f_02_1,2977,ROC_se0_ag3_f_02,3204.8141,3209.1125,4.2984,I didn't talk to my mother- I was so hurt for so long,didnt,1,0,12.98437307,12.92,20.75,15,3.489670575,"I didn't talk to my mother, I was so hurt for so long.",i talk to my mother i was so hurt for so long,-41.80002594,I didn't talk to my mother. I was so hurt for so long.,0.98084414,I had interrupted man love it I was so hurt for so long ,0.72,I didn't talk to my mother. I was so hurt for so long.
ROC_se0_ag3_f_02_1,2991,ROC_se0_ag3_f_02,3231.0068,3232.746,1.7392,They didn't know me I didn't know them.,didnt,2,0,4.959505177,4.87,3.5,10,5.749770009,"They didn't know me, I didn't know them.",now me i didn't know them,-23.64270592,They didn't know me. I didn't know that.,0.859073102,they didn't know me I didn't know them ,0.79,They didn't know me. I didn't know them.
ROC_se0_ag3_f_02_1,3029,ROC_se0_ag3_f_02,3279.9014,3283.3118,3.4104,"W- we didn't do bad things, but we'd go up under the bridge.",didnt,1,0,14.26194354,14.1,23.75,17,4.984752522,We didn't do bad things but we go up under the bridge.,we didn't do bad things but we go up under the bridge,-42.41358948,"We didn't do bad things, but we go up under the bridge.",0.985949993,we didn't do bad things but we go up son into bridge ,0.75,"We didn't do bad things, but we go up under the bridge."
ROC_se0_ag3_f_02_1,3037,ROC_se0_ag3_f_02,3289.8059,3291.681,1.8751,We didn't have family rooms and,didnt,1,0,11.63837648,11.49,22.75,9,4.799744014,We didn't have family rooms and.,a family room and,-23.12921906,We didn't have family rooms in.,0.916492164,we didn't have family rooms and ,0.78,We didn't have family rooms in.
ROC_se0_ag3_f_02_1,3129,ROC_se0_ag3_f_02,3383.302,3386.2991,2.9971,Big old man named Georgia Boy. He didn't play with no-,didnt,1,0,7.223241442,7.09,4.25,13,4.337526275,Big old man named Georgia Boy he didn't play with no,big old man named george a boy he didn't play with no,-55.70249939,"Big old man named Georgia, boy. He didn't play with no.",0.908419669,big old man named Georgia boy he didn't play with no ,0.63,Big old man named Georgia Boy. He didn't play with Noah.
ROC_se0_ag3_f_02_1,3131,ROC_se0_ag3_f_02,3386.6394,3389.6711,3.0317,you didn't in here in his place acting up either.,didnt,1,0,14.82038471,14.65,20,13,4.288023221,You didn't come in here in his place acting up either.,come in here and his place acting up either,-48.56018829,You didn't come in here and his place acting up either.,0.975879669,you didn't come in here in his place acting up either ,0.58,You didn't come in here and his police acting up either.
ROC_se0_ag3_f_02_1,3144,ROC_se0_ag3_f_02,3400.5433,3401.2474,0.7041,But we didn't,didnt,1,0,10.78216939,10.57,24.75,4,5.68101122,We Didn't.,,-8.259941101,We didn't.,0.783073306,we didn't ,0.41,We didn't.
ROC_se0_ag3_f_02_1,3310,ROC_se0_ag3_f_02,3580.2329,3584.324,4.0911,"Oh yeah, they was everywhere. And you didn't- you didn't have a car that's okay.",didnt,2,0,9.146337773,9.05,3.5,20,4.888660751,Oh yeah they was everywhere and you didn't you didn't have a car that's okay.,yeah they were everywhere idealistically,-164.4126282,"Oh, yeah, they was everywhere. I did like you didn't have a car. That's okay.",0.843734145,%HESITATION yeah they was everywhere and you you didn't have a car that's okay ,0.82,"Oh yeah, they was everywhere. I didn't. You didn't have a car, that's OK."
ROC_se0_ag3_f_02_1,3338,ROC_se0_ag3_f_02,3611.46,3613.4308,1.9708,Didn't know back then. ,didnt,1,0,22.72977486,22.58,31.25,5,2.537040796,I didn't know back then.,no the,-20.81217957,I didn't know back then.,0.964916527,didn't know back then ,0.73,Didn't know back then.
ROC_se0_ag3_f_02_2,173,ROC_se0_ag3_f_02,202.5515,205.0486,2.4971,"coming back cause we didn't know how to do that,",didnt,1,0,7.831075406,7.69,5.25,12,4.805574466,Coming back because we didn't know how to do that.,back because we didn't know how to do that,-26.65832138,Coming back cuz we didn't know how to do that.,0.979525089,coming back because we didn't know how to do that ,0.96,Coming back 'cause we didn't know how to do that.
ROC_se0_ag3_f_02_3,184,ROC_se0_ag3_f_02,188.7928,191.5462,2.7534,"And I said, I'm not gonna say anything to him.",imnot,1,0,10.95009016,10.81,16.25,13,4.721435316,"And I said, I'm not going to say anything to him.",i'm not i say anything to him,-30.9200325,"And I said, I'm not going to say anything to him.",0.975109518,and I said I'm not gonna say anything to him ,0.8,"And I said, I'm not gonna say anything to him."
ROC_se0_ag3_f_02_3,194,ROC_se0_ag3_f_02,200.6229,201.3755,0.7526,"So, I didn't.",didnt,1,0,9.313145918,9.22,20.25,4,5.314908318,So I didn't.,so ,-7.001681805,"So, I did.",0.95691663,so I did ,0.52,So I did.
ROC_se0_ag3_f_02_3,272,ROC_se0_ag3_f_02,273.5327,276.0884,2.5557,He hasn't been to this house in years cause,hasnt,1,0,10.42600457,10.3,17.5,10,3.912822319,He hasn't been to his house in years because.,he hasn't been to this house a years cut,-44.58913422,"he hasn't been to this house in years, cuz",0.90340066,he hasn't been in this house in years because ,0.79,"He hasn't been to this house in years, 'cause."
ROC_se0_ag3_f_02_3,304,ROC_se0_ag3_f_02,311.6771,313.8222,2.1451,"Who was my brother, but RD-NAME-1 didn't know.",didnt,1,0,-1.092063126,-1.3,3,9,4.195608596,"Was my brother, but I didn't know.",brother but then no,-35.5310173,Who is my brother but didn't know.,0.908326924,it was my brother didn't know ,0.81,Who is my brother but didn't know?
ROC_se0_ag3_f_02_3,358,ROC_se0_ag3_f_02,368.3164,370.9004,2.584,"I said, boy am I glad I didn't say anything",didnt,1,0,2.216357713,2.07,4.25,13,5.030959752,"I said, Boy, am I glad I didn't say anything?",for my lad adamantine,-91.11367798,"Boy, am I glad I didn't say anything.",0.987044454,well I'm I'm glad I didn't say anything ,0.73,"Said boy, my glad I didn't say anything."
ROC_se0_ag3_f_02_3,362,ROC_se0_ag3_f_02,373.0318,375.4888,2.457,"If he got upset, I didn't do it. ",didnt,1,0,10.73209609,10.58,17.25,10,4.07000407,"If he got upset, I didn't do it.",she got upset i didn't do it,-33.78162003,"If he got upset, I didn't do it.",0.966924727,it's he got upset I didn't do it ,0.65,"If he got upset, I didn't do it."
ROC_se0_ag3_f_02_3,368,ROC_se0_ag3_f_02,378.4953,379.921,1.4257,I didn't hear from RD-NAME-2.,didnt,1,0,4.074569921,3.88,16.25,5,3.507049169,I didn't hear from.,here for,-13.27986622,I didn't hear from you.,0.927636623,I didn't hear from ,0.77,Add in here from.
ROC_se0_ag3_f_02_3,402,ROC_se0_ag3_f_02,418.0237,419.779,1.7553,I didn't really know it was RD-NAME-2,didnt,1,0,-20,-20,3.75,8,4.557625477,And I didn't really know it was.,really now it was,-18.5391674,And I didn't really know it was.,0.967897713,and I didn't really know it was ,0.87,And I didn't really know it was.
ROC_se0_ag3_f_02_3,414,ROC_se0_ag3_f_02,428.153,429.7935,1.6405,It was RD-NAME-2 and I didn't know it.,didnt,1,0,-6.233636722,-6.72,3.5,8,4.876562024,It was that I didn't know it.,i didn't know it,-19.72855568,It was bad enough.,0.982619166,it was that I didn't know it ,0.61,It was that I didn't know it.
ROC_se0_ag3_f_02_3,416,ROC_se0_ag3_f_02,430.7276,432.8422,2.1146,And he's my brother and I didn't know it.,didnt,1,0,6.103473822,5.97,4.75,11,5.201929443,And he's my brother and I didn't know it.,the brother and in,-43.15950394,"And he's my brother, and I didn't know.",0.965713918,and he's my brother and I didn't know ,0.74,And he's my brother and I didn't know it.
ROC_se0_ag3_f_02_3,420,ROC_se0_ag3_f_02,435.8911,437.1003,1.2092,I didn't tell him,didnt,1,0,5.438910044,5.34,2.5,5,4.134965266,I didn't tell him.,tell him,-10.91635513,I didn't tell him.,0.984339356,I didn't tell him ,0.93,I didn't tell him.
ROC_se0_ag3_f_02_3,616,ROC_se0_ag3_f_02,626.2105,629.273,3.0625,"I said, I'm not getting in t- I'm staying away from this.",imnot,1,0,11.25003173,11.08,3.75,15,4.897959184,"I said I'm not getting in, I'm staying away from this.",ginnistan away from this,-63.07361603,"I'm not getting into, I'm staying away from this.",0.841890574,I said I'm not getting in I'm staying away from this ,0.81,I said I'm not getting in. I'm staying away from this.
ROC_se0_ag3_f_02_3,632,ROC_se0_ag3_f_02,646.052,647.8923,1.8403,but I didn't send him my address.,didnt,1,0,11.88944766,11.73,16.75,9,4.890506983,But I didn't sit in my air dress.,are,-25.63414574,That is sending my address.,0.735402405,Madison in the address ,0.53,But I don't see it in my address.
ROC_se0_ag3_f_02_3,634,ROC_se0_ag3_f_02,649.1558,651.0777,1.9219,And I didn't hear from him anymore.,didnt,1,0,1.19651397,1.02,3.25,10,5.203184349,And I didn't hear from him anymore.,i did hear from him any more,-24.21193504,And I didn't hear from him anymore.,0.943884075,and I didn't hear from him anymore ,0.92,And I didn't hear from him anymore.
