File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,IterationNumber,Content,SyllableCount,SpeechRate,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,Content_WordCount,Content_PreFeature,Content_PreFeature_WordCount,Content_PostFeature,Content_PostFeature_WordCount,Content_cleaned,Content_cleaned_WordCount,Content_cleaned_PreFeature,Content_cleaned_PreFeature_WordCount,Content_cleaned_PostFeature,Content_cleaned_PostFeature_WordCount,amazon_transcription,amazon_transcription_WordCount,amazon_transcription_cleaned,amazon_transcription_cleaned_WordCount,amazon_transcription_cleaned_TotalWER,deepspeech_transcription,deepspeech_transcription_WordCount,deepspeech_transcription_cleaned,deepspeech_transcription_cleaned_WordCount,deepspeech_transcription_cleaned_TotalWER,deepspeech_ConfidenceLevel,google_transcription,google_transcription_WordCount,google_transcription_cleaned,google_transcription_cleaned_WordCount,google_transcription_cleaned_TotalWER,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_transcription_WordCount,IBMWatson_transcription_cleaned,IBMWatson_transcription_cleaned_WordCount,IBMWatson_transcription_cleaned_TotalWER,IBMWatson_ConfidenceLevel,microsoft_transcription,microsoft_transcription_WordCount,microsoft_transcription_cleaned,microsoft_transcription_cleaned_WordCount,microsoft_transcription_cleaned_TotalWER
ROC_se0_ag3_f_01_1,1970,ROC_se0_ag3_f_01,2134.6411,2138.9392,4.2981,1,0,1,"But, you know, maybe that- maybe that is something to do, something that I've never done, so",22,5.118540751,10.36205006,10.19,6.5,17,"But, you know, maybe that- maybe that is something to do, something that I've never ",15, so,1,but you know maybe that maybe that is something to do something that i 've never done so,18,but you know maybe that maybe that is something to do something that i 've never ,16,so,1,"But you know, maybe that maybe that is something to do something that I've never done so.",17,but you know maybe that maybe that is something to do something that i 've never done so,18,0,now arimathaea i've never done so,6,now arimathaea i 've never done so,7,0.722222222,-156.4577026,"That is something to do something that I've never done. So,",11,that is something to do something that i 've never done so,12,0.333333333,0.976231337,but you know maybe that is something to do on that I've never done so ,15,but you know maybe that is something to do on that i 've never done so,16,0.166666667,0.76,"But you know, maybe that maybe that is something to do, something that I've never done so.",17,but you know maybe that maybe that is something to do something that i 've never done so,18,0
ROC_se0_ag3_f_01_1,1975,ROC_int_01,2141.9125,2144.347,2.4345,1,0,1,That- okay. I've done that several times.,10,4.107619634,9.516603359,9.43,7.5,7,That- okay. I've ,3,that several times.,3,that okay i 've done that several times,8,that okay i 've ,4,that several times,3,"Okay, Me too.",3,okay me too,3,0.875,that is,2,that is,2,0.875,-16.97396278,Me too.,2,me too,2,1,0.815378904,that after anything ,3,that after anything,3,0.875,0.42,"OK, I've done that too.",5,ok i 've done that too,6,0.5
ROC_se0_ag3_f_02_1,301,ROC_se0_ag3_f_02,337.9114,340.1903,2.2789,1,0,1,RD-NAME-3 done got her a white baby.,7,3.071657379,6.985362596,6.9,17.25,7,RD-NAME-3 ,1,got her a white baby.,5,done got her a white baby,6,,0,got her a white baby,5,Got Her White Baby.,4,got her white baby,4,0.333333333,he got white baby,4,he got white baby,4,0.5,-36.03279114,Done got her a white baby.,6,done got her a white baby,6,0,0.909522474,though and gas %HESITATION white baby ,6,though and gas white baby,5,0.666666667,0.59,Then got her white baby.,5,then got her white baby,5,0.333333333
ROC_se0_ag3_f_02_1,777,ROC_se0_ag3_f_02,850.9576,853.4324,2.4748,1,1,1,"And I wore corduroys, you know, I done had",11,4.44480362,7.93870705,7.81,2.75,9,"And I wore corduroys, you know, I ",7,had,1,and i wore corduroys you know i done had,9,and i wore corduroys you know i ,7,had,1,And I wore corduroys you know I had.,8,and i wore corduroys you know i had,8,0.111111111,i will cut eros no had,6,i will cut eros no had,6,0.777777778,-68.87229156,"and I will corteroids, you know, and",7,and i will corteroids you know and,7,0.555555556,0.822317123,and I will call it a relational and has ,9,and i will call it a relational and has,9,0.777777778,0.41,And I will corduroys you know I had.,8,and i will corduroys you know i had,8,0.222222222
ROC_se0_ag3_f_02_1,1477,ROC_se0_ag3_f_02,1592.0563,1593.6899,1.6336,1,0,1,get her nails done or s-,6,3.672869736,11.69217696,11.49,16.75,6,get her nails ,3,or s-,2,get her nails done or s,6,get her nails ,3,or s,2,Get her nails done us!,5,get her nails done us,5,0.333333333,no one,2,no one,2,1,-16.08651352,Get her nails done.,4,get her nails done,4,0.333333333,0.858150482,get her nails done ,4,get her nails done,4,0.333333333,0.75,Getting nails done us.,4,getting nails done us,4,0.666666667
ROC_se0_ag3_f_02_1,1908,ROC_se0_ag3_f_02,2042.9247,2045.6646,2.7399,1,0,1,"take the stick, and he'd go through 'em when they were done,",12,4.379721888,11.9251104,11.8,22,12,"take the stick, and he'd go through 'em when they were ",11,,0,take the stick and he 'd go through em when they were done,13,take the stick and he 'd go through em when they were ,12,,0,Take the stick and he'd go through them when they were done.,12,take the stick and he 'd go through them when they were done,13,0.076923077,stick and he got through them when they were done,10,stick and he got through them when they were done,10,0.384615385,-46.1076622,Take stick and he go through and when they were done.,11,take stick and he go through and when they were done,11,0.230769231,0.8290115,take the steak and he'd go through %HESITATION when they when done ,12,take the steak and he 'd go through when they when done,12,0.230769231,0.67,Take stick and he go through and when they were done.,11,take stick and he go through and when they were done,11,0.230769231
ROC_se0_ag3_f_02_3,452,ROC_se0_ag3_f_02,466.4711,467.436,0.9649,1,0,1,"Well, I done work with-",5,5.181884133,5.596095569,5.48,16,5,"Well, I ",2,work with-,2,well i done work with,5,well i ,2,work with,2,"Well, I don't work with.",5,well i do n't work with,6,0.4,the,1,the,1,1,-14.01561832,Aladdin work.,2,aladdin work,2,0.8,0.454738617,well that and work with ,5,well that and work with,5,0.4,0.56,Will Adam work?,3,will adam work,3,0.8
ROC_se0_ag3_m_01_1,553,ROC_se0_ag3_m_01,712.2863,717.6122,5.3259,1,0,1,"there's a outcry, and an alarmist view that, uh, something really needs to be done about it.",23,4.318518936,8.584179524,8.48,5,17,"there's a outcry, and an alarmist view that, uh, something really needs to be ",14,about it.,2,there 's a outcry and an alarmist view that uh something really needs to be done about it,18,there 's a outcry and an alarmist view that uh something really needs to be ,15,about it,2,,,,,,a cry and alarms view that some really needs to be done about it,14,a cry and alarms view that some really needs to be done about it,14,0.388888889,-77.18376923,I'll cry and roll arm is view that something really needs to be done about.,15,i 'll cry and roll arm is view that something really needs to be done about,16,0.5,0.832019806,yes %HESITATION I'll cry and all I'm asking you that %HESITATION something really needs to be done about it ,19,yes i 'll cry and all i 'm asking you that something really needs to be done about it,19,0.555555556,0.69,There's an outcry and alarmist view that something really needs to be done about it.,15,there 's an outcry and alarmist view that something really needs to be done about it,16,0.166666667
ROC_se0_ag3_m_01_1,922,ROC_int_01,1115.4211,1116.1172,0.6961,1,0,1,has done,2,2.873150409,10.09882057,9.77,3.25,2,has ,1,,0,has done,2,has ,1,,0,Has Done.,2,has done,2,0,,,,,,-5.611297607,,,,,,0,I've done ,2,i 've done,3,1,0.76,Done.,1,done,1,0.5
ROC_se0_ag3_m_01_1,1240,ROC_se0_ag3_m_01,1458.8364,1460.5761,1.7397,1,0,1,A lot of that was done on her watch,9,5.173305742,1.290045574,1.17,4,9,A lot of that was ,5,on her watch,3,a lot of that was done on her watch,9,a lot of that was ,5,on her watch,3,Lot of that was done on her watch.,8,lot of that was done on her watch,8,0.111111111,that was done on our watch,6,that was done on our watch,6,0.444444444,-24.8474369,a lot of that was done on her watch,9,a lot of that was done on her watch,9,0,0.959378541,a lot of that was done on her watch ,9,a lot of that was done on her watch,9,0,0.9,A lot of that was done on her watch.,9,a lot of that was done on her watch,9,0
VLD_se0_ag2_f_02_1,367,VLD_int_01,466.6121,469.2094,2.5973,1,0,1,"So now I'm done typing, for right now.",9,3.465136873,6.791877664,6.04,9.5,8,So now I'm ,3,"typing, for right now.",4,so now i 'm done typing for right now,9,so now i 'm ,4,typing for right now,4,"Yeah, Yeah All right.",4,yeah yeah all right,4,0.888888889,and here,2,and here,2,1,-35.67607498,,,,,,0,now I'm done right ,4,now i 'm done right,5,0.444444444,0.58,,,,,
VLD_se0_ag2_m_01_1,2201,VLD_se0_ag2_m_01,2245.7728,2246.4869,0.7141,1,0,1,"Yeah, I've done that.",4,5.601456379,7.895311975,7.49,5.25,4,"Yeah, I've ",2,that.,1,yeah i 've done that,5,yeah i 've ,3,that,1,"Yeah, I've done.",3,yeah i 've done,4,0.2,,,,,,-6.896905899,,,,,,0,yeah %HESITATION then ,3,yeah then,2,0.8,0.39,,,,,
VLD_se0_ag2_m_01_1,2203,VLD_se0_ag2_m_01,2246.5821,2248.4453,1.8632,1,0,1,I've done that multiple times. I like fires.,11,5.903821383,11.98808968,11.66,5.5,8,I've ,1,that multiple times. I like fires.,6,i 've done that multiple times i like fires,9,i 've ,2,that multiple times i like fires,6,"We've done that multiple times, I like fires.",8,we 've done that multiple times i like fires,9,0.111111111,and i want to fire,5,and i want to fire,5,1,-47.27471161,,,,,,0,then I went to the toilet fire ,7,then i went to the toilet fire,7,1,0.26,Then I went to the times I make fires.,9,then i went to the times i make fires,9,0.666666667
VLD_se0_ag2_m_01_1,3012,VLD_se0_ag2_m_01,3078.2949,3080.702,2.4071,1,0,1,done or had go on that I don't really talk about.,13,5.400689627,14.22891559,13.98,19,11,,0,or had go on that I don't really talk about.,10,done or had go on that i do n't really talk about,12,,0,or had go on that i do n't really talk about,11,Done or How Gone Don't Really Talk About.,8,done or how gone do n't really talk about,9,0.416666667,natalka,1,natalka,1,1,-44.89310074,Done. I had to go on to already talked about.,10,done i had to go on to already talked about,10,0.666666667,0.641065955,%HESITATION no had grown don't really talk ,7,no had grown do n't really talk,7,0.583333333,0.57,Done or had gone. Don't really talk about it.,9,done or had gone do n't really talk about it,10,0.416666667
VLD_se0_ag3_f_01_1,366,VLD_se0_ag3_f_01,572.4113,573.8043,1.393,1,0,1,she has actually done everything,8,5.743000718,18.72136704,18.07,18.5,5,she has actually ,3,everything,1,she has actually done everything,5,she has actually ,3,everything,1,She has actually done everything.,5,she has actually done everything,5,0,everything,1,everything,1,0.8,-14.01278591,She's actually done everything.,4,she 's actually done everything,5,0.2,0.562542677,she is active and everything ,5,she is active and everything,5,0.6,0.62,She is actually doing everything.,5,she is actually doing everything,5,0.4
VLD_se0_ag3_f_01_1,386,VLD_se0_ag3_f_01,592.9934,593.9772,0.9838,1,0,1,She's done all of that.,5,5.082333808,17.12329476,16.83,5,5,She's ,1,all of that.,3,she 's done all of that,6,she 's ,2,all of that,3,She's done all of that.,5,she 's done all of that,6,0,that,1,that,1,0.833333333,-12.75235176,She's doing all of this.,5,she 's doing all of this,6,0.333333333,0.649568617,,,,,,0,She's done all of it.,5,she 's done all of it,6,0.166666667
VLD_se0_ag3_f_01_1,393,VLD_se0_ag3_f_01,601.143,603.3299,2.1869,1,0,1,"So I'm just saying, she has done everything first.",12,5.487219352,33.62538639,32.64,43.75,9,"So I'm just saying, she has ",6,everything first.,2,so i 'm just saying she has done everything first,10,so i 'm just saying she has ,7,everything first,2,So I'm just saying she has done everything first.,9,so i 'm just saying she has done everything first,10,0,she has been everything first,5,she has been everything first,5,0.6,-21.34562302,Summer says she is doing everything first.,7,summer says she is doing everything first,7,0.7,0.753244936,so I'm just saying she is doing everything for ,9,so i 'm just saying she is doing everything for,10,0.3,0.59,So I'm just saying she has done everything first.,9,so i 'm just saying she has done everything first,10,0
VLD_se0_ag3_f_01_1,608,VLD_se0_ag3_f_01,892.9491,895.9695,3.0204,1,1,1,"No, RD-SCHOOL-3 was always elem- they done went to fifth and sixth grade.",12,3.972983711,16.10167635,15.2,24.5,13,"No, RD-SCHOOL-3 was always elem- they ",6,went to fifth and sixth grade.,6,no rd-school-3 was always elem they done went to fifth and sixth grade,13,no rd-school-3 was always elem they ,6,went to fifth and sixth grade,6,"No, I was always they don't want to 5th and 6th grade.",12,no i was always they do n't want to 5th and 6th grade,13,0.538461538,i was always on the whitefish and six ,8,i was always on the whitefish and six,8,0.769230769,-78.7063446,No was always out what they do with the 5th and 6th grade.,13,no was always out what they do with the 5th and 6th grade,13,0.615384615,0.716962814,I was always %HESITATION then went to fifth and six grand ,11,i was always then went to fifth and six grand,10,0.538461538,0.65,"No, it was always evident to 5th and 6th grade.",10,no it was always evident to 5th and 6th grade,10,0.538461538
VLD_se0_ag3_f_01_1,1790,VLD_se0_ag3_f_01,2607.6733,2611.012,3.3387,1,0,1,"chronologically. Age wise, but she has done everything first.",15,4.492766646,32.76058769,31.91,36.5,9,"chronologically. Age wise, but she has ",6,everything first.,2,chronologically age wise but she has done everything first,9,chronologically age wise but she has ,6,everything first,2,"Chronologically age wise, but she has done everything first.",9,chronologically age wise but she has done everything first,9,0,logically age was what she has in everything first,9,logically age was what she has in everything first,9,0.444444444,-70.2959137,"Chronologically age-wise, what she is doing everything first.",8,chronologically age-wise what she is doing everything first,8,0.555555556,0.866652846,chronologically age wise what she has and everything first ,9,chronologically age wise what she has and everything first,9,0.222222222,0.75,"Chronologically age wise, but she has done everything first.",9,chronologically age wise but she has done everything first,9,0
VLD_se0_ag3_f_02_1,302,VLD_se0_ag3_f_02,376.4425,378.4635,2.021,1,0,1,"Yeah, coulda done without that.",7,3.463631865,45.76781299,45.19,42,5,"Yeah, coulda ",2,without that.,2,yeah could have done without that,6,yeah could have ,3,without that,2,"Yeah, I could have done without that.",7,yeah i could have done without that,7,0.166666667,yes do without that,4,yes do without that,4,0.666666667,-32.11506653,"Yeah, cuz then without that.",5,yeah cuz then without that,5,0.5,0.792887092,yeah because done without that ,5,yeah because done without that,5,0.333333333,0.76,"Yeah, could've done without that.",5,yeah could 've done without that,6,0.166666667
VLD_se0_ag3_f_02_1,1345,VLD_se0_ag3_f_02,1684.1089,1685.8855,1.7766,1,0,1,anything anyone in my family had done before.,15,8.443093549,18.40428038,18.02,29.75,8,anything anyone in my family had ,6,before.,1,anything anyone in my family had done before,8,anything anyone in my family had ,6,before,1,Anything anyone in my family had done before.,8,anything anyone in my family had done before,8,0,anything any one of my family had done before,9,anything any one of my family had done before,9,0.375,-34.94688797,"Anything anyway, my family had done before.",7,anything anyway my family had done before,7,0.25,0.879557252,anything anyone in my family had done before ,8,anything anyone in my family had done before,8,0,0.87,Anything anyone in my family had done before?,8,anything anyone in my family had done before,8,0
VLD_se0_ag3_f_02_1,1578,VLD_se0_ag3_f_02,1945.3162,1947.8976,2.5814,1,0,1,With the picture that we took together. Nobody else had done that before.,19,7.360347098,17.36960104,17.01,25,13,With the picture that we took together. Nobody else had ,10,that before.,2,with the picture that we took together nobody else had done that before,13,with the picture that we took together nobody else had ,10,that before,2,"With the picture that we took together, nobody else had done that before.",13,with the picture that we took together nobody else had done that before,13,0,the picture that we took together and nobody else had done that before,13,the picture that we took together and nobody else had done that before,13,0.153846154,-53.68897247,With the picture that we took together. Nobody else has done that before.,13,with the picture that we took together nobody else has done that before,13,0.076923077,0.816501379,with the pictures that we took together and nobody else has done that before ,14,with the pictures that we took together and nobody else has done that before,14,0.230769231,0.83,With the picture that we took together and nobody else had done that before.,14,with the picture that we took together and nobody else had done that before,14,0.076923077
VLD_se0_ag3_f_02_1,1781,VLD_se0_ag3_f_02,2214.2038,2219.9043,5.7005,1,0,1,"band camp and being there early, before band camp to get the music together, get the lockers done. And",26,4.561003421,23.16783025,22.76,4,19,"band camp and being there early, before band camp to get the music together, get the lockers ",17, And,1,band camp and being there early before band camp to get the music together get the lockers done and,19,band camp and being there early before band camp to get the music together get the lockers ,17,and,1,"Band Camp and being there early before Band Camp to get the music together, get the lockers done and.",19,band camp and being there early before band camp to get the music together get the lockers done and,19,0,in camp and being there early before became get the music together get the lockers done,16,in camp and being there early before became get the music together get the lockers done,16,0.263157895,-134.1301575,"Bandcamp and being there early before big Camp to get the music together, get the lockers done.",17,bandcamp and being there early before big camp to get the music together get the lockers done,17,0.210526316,0.903302252,B. and camp and being there early before being camp to get the music together get the lockers done and ,20,b and camp and being there early before being camp to get the music together get the lockers done and,20,0.157894737,0.79,Band camp and being there early before band camp to get the music together. Get the lockers done and.,19,band camp and being there early before band camp to get the music together get the lockers done and,19,0
VLD_se0_ag3_f_02_1,2298,VLD_se0_ag3_f_02,2890.7604,2891.4793,0.7189,1,0,1,One and done.,3,4.173042148,3.0858137,3.03,4.75,3,One and ,2,,0,one and done,3,one and ,2,,0,One and Done.,3,one and done,3,0,one ,1,one,1,0.666666667,-12.23530674,One and done.,3,one and done,3,0,0.74081254,one and then ,3,one and then,3,0.333333333,0.5,One and done.,3,one and done,3,0
VLD_se0_ag3_f_02_1,2749,VLD_se0_ag3_f_02,3483.0108,3484.7174,1.7066,1,0,1,not have done it the first time.,7,4.101722724,46.57169096,44.67,28.5,7,not have ,2,it the first time.,4,not have done it the first time,7,not have ,2,it the first time,4,Not have done it the first time.,7,not have done it the first time,7,0,to have done the first time,6,to have done the first time,6,0.285714286,-25.61730194,Not have done it the first time.,7,not have done it the first time,7,0,0.97906357,not have done it the first ,6,not have done it the first,6,0.142857143,0.95,Not have done it the first time.,7,not have done it the first time,7,0
VLD_se0_ag3_m_01_2,1202,VLD_se0_ag3_m_01,1535.2298,1538.555,3.3252,1,1,1,You know what I'm saying. Boy he done gave me a pistol he gave Calvin a pistol.,21,6.315409599,14.59319254,14.54,6.5,17,You know what I'm saying. Boy he ,7,gave me a pistol he gave Calvin a pistol.,9,you know what i 'm saying boy he done gave me a pistol he gave calvin a pistol,18,you know what i 'm saying boy he ,8,gave me a pistol he gave calvin a pistol,9,"You know what I'm saying, but he don't gave me a pistol Mag a cow with a pistol.",18,you know what i 'm saying but he do n't gave me a pistol mag a cow with a pistol,20,0.388888889,well you know gave me the poetical a post,9,well you know gave me the poetical a post,9,0.777777778,-92.76904297,,,,,,0,you know so yeah well you know game you please go through ,12,you know so yeah well you know game you please go through,12,0.888888889,0.44,"You know I'm saying, but he don't gave me a plastic encounter pistol.",13,you know i 'm saying but he do n't gave me a plastic encounter pistol,15,0.5
VLD_se0_ag3_m_01_2,1306,VLD_se0_ag3_m_01,1655.8734,1656.9972,1.1238,1,0,1,done in my life.,4,3.559352198,12.20511037,11.53,7.25,4,,0,in my life.,3,done in my life,4,,0,in my life,3,Done in My Life.,4,done in my life,4,0,my life,2,my life,2,0.5,-12.08838654,God in my life.,4,god in my life,4,0.25,0.766227484,good in my life ,4,good in my life,4,0.25,0.7,God in my life.,4,god in my life,4,0.25
VLD_se0_ag3_m_01_2,1363,VLD_se0_ag3_m_01,1717.0904,1720.6144,3.524,1,1,1,boy I'm talking about I had done went down through it boy I'm talking about ooh wee.,21,5.959137344,6.495044342,6.46,6,17,boy I'm talking about I had ,6,went down through it boy I'm talking about ooh wee.,10,boy i 'm talking about i had done went down through it boy i 'm talking about ooh wee,19,boy i 'm talking about i had ,7,went down through it boy i 'm talking about ooh wee,11,Well I'm talking about I had all went down through but I'm talking about Do we?,16,well i 'm talking about i had all went down through but i 'm talking about do we,18,0.315789474,i had only down to the word to my room we,11,i had only down to the word to my room we,11,0.842105263,-67.25196838,Moms on my head only down through.,7,moms on my head only down through,7,0.894736842,0.725695729,mom's %HESITATION I had only down to well %HESITATION we ,10,mom 's i had only down to well we,9,0.842105263,0.6,Bones in my head don't went down through bloom to my Louis.,12,bones in my head do n't went down through bloom to my louis,13,0.842105263
VLD_se0_ag3_m_01_2,1675,VLD_se0_ag3_m_01,2071.0232,2073.4749,2.4517,1,1,1,"I said now RD-NAME-2 done had a stroke, she still getting it.",12,4.894562956,11.20006787,10.91,7,12,I said now RD-NAME-2 ,4,"had a stroke, she still getting it.",7,i said now done had a stroke she still getting it,11,i said now ,3,had a stroke she still getting it,7,I said now I know how to stroke she's still getting it.,12,i said now i know how to stroke she 's still getting it,13,0.454545455,no anatomist it,3,no anatomist it,3,0.909090909,-70.78936768,"you know how to store, she still getting",8,you know how to store she still getting,8,0.727272727,0.709572732,you know had a stroke she see %HESITATION gave ,9,you know had a stroke she see gave,8,0.636363636,0.64,I said I know had a stroke. She still getting it.,11,i said i know had a stroke she still getting it,11,0.181818182
VLD_se0_ag3_m_02_1,268,VLD_se0_ag3_m_02,401.0238,402.9309,1.9071,1,0,1,"uh, schooling was done, and how",7,3.670494468,20.22167583,20.08,42.5,6,"uh, schooling was ",3, and how,2,uh schooling was done and how,6,uh schooling was ,3,and how,2,Schooling was done and how.,5,schooling was done and how,5,0.166666667,school was done and how,5,school was done and how,5,0.333333333,-29.87707329,schooling was done and how,5,schooling was done and how,5,0.166666667,0.955362678,schooling was done and how ,5,schooling was done and how,5,0.166666667,0.82,Schooling was done and how?,5,schooling was done and how,5,0.166666667
VLD_se0_ag3_m_02_1,1493,VLD_se0_ag3_m_02,1947.9519,1951.2346,3.2827,1,0,1,started a- a week after I got done with high school.,13,3.960154751,28.11943044,27.73,38,11,started a- a week after I got ,7,with high school.,3,started a a week after i got done with high school,11,started a a week after i got ,7,with high school,3,Started a week after I got dealing with high school.,10,started a week after i got dealing with high school,10,0.181818182,started a week after i get the whitish,8,started a week after i get the whitish,8,0.545454545,-78.08966827,Started a week after I got done with high school.,10,started a week after i got done with high school,10,0.090909091,0.960982502,started %HESITATION a week after I got done with high school ,11,started a week after i got done with high school,10,0.090909091,0.91,Started a week after I got done with high school.,10,started a week after i got done with high school,10,0.090909091
VLD_se0_ag3_m_02_1,1781,VLD_se0_ag3_m_02,2350.9927,2354.5738,3.5811,1,0,1,if you realize that you're not d- being done fairly because,16,4.467900924,20.14397853,19.9,7,11,if you realize that you're not d- being ,8,fairly because,2,if you realize that you 're not d being done fairly because,12,if you realize that you 're not d being ,9,fairly because,2,If you realize that you're not being done fairly because.,10,if you realize that you 're not being done fairly because,11,0.083333333,you realize that you're not being done fairly because,9,you realize that you 're not being done fairly because,10,0.166666667,-45.0417099,if you realize that you're not being done fairly because,10,if you realize that you 're not being done fairly because,11,0.083333333,0.956108451,if you realize that you're not being done fairly because ,10,if you realize that you 're not being done fairly because,11,0.083333333,0.71,If you realize that you're not being done fairly because.,10,if you realize that you 're not being done fairly because,11,0.083333333
VLD_se0_ag3_m_03_1,1406,VLD_se0_ag3_m_03,1687.7653,1689.2624,1.4971,1,0,1,I'll have all this other stuff done about-,10,6.679580522,9.027926608,9,4.75,8,I'll have all this other stuff ,6,about-,1,i 'll have all this other stuff done about,9,i 'll have all this other stuff ,7,about,1,I have all this other stuff done about.,8,i have all this other stuff done about,8,0.111111111,the otto,2,the otto,2,1,-46.87798309,,,,,,0,I have all of those the the ,7,i have all of those the the,7,0.666666667,0.62,I have all this other stuff done.,7,i have all this other stuff done,7,0.222222222
VLD_se0_ag3_m_03_1,1428,VLD_se0_ag3_m_03,1709.9822,1714.8623,4.8801,1,0,1,I'll just have to lock them doors and- and- and be done with it and just take orders in drive through. ,22,4.508104342,11.94039355,11.88,8.5,21,I'll just have to lock them doors and- and- and be ,11,with it and just take orders in drive through. ,9,i 'll just have to lock them doors and and and be done with it and just take orders in drive through,22,i 'll just have to lock them doors and and and be ,12,with it and just take orders in drive through,9,"I just had a lot of them does and be done with him, just take orders and draft.",18,i just had a lot of them does and be done with him just take orders and draft,18,0.590909091,and the one with the table ordered,7,and the one with the table ordered,7,0.909090909,-90.32784271,I'm dozing in and be done with it. Didn't take orders in drive-thru.,13,i 'm dozing in and be done with it did n't take orders in drive-thru,15,0.590909091,0.848571539,%HESITATION that a lot of those and and and be done with it did take orders and drafts and ,19,that a lot of those and and and be done with it did take orders and drafts and,18,0.590909091,0.66,I did that in Latin and those and and and be done with it. Just take orders and drive through.,20,i did that in latin and those and and and be done with it just take orders and drive through,20,0.409090909
VLD_se0_ag3_m_03_1,1780,VLD_se0_ag3_m_03,2152.8499,2155.124,2.2741,1,0,1,"You get all the dishes done, I'll let you go.",11,4.837078405,8.053059406,7.96,6,10,You get all the dishes ,5, I'll let you go.,4,you get all the dishes done i 'll let you go,11,you get all the dishes ,5,i 'll let you go,5,"You get all the dishes done, I'll let you go.",10,you get all the dishes done i 'll let you go,11,0,get out of the vision i let you go,9,get out of the vision i let you go,9,0.545454545,-57.66855621,You get all the dishes done. I'll let you go.,10,you get all the dishes done i 'll let you go,11,0,0.887776375,you get all of this is done I'll let you go ,11,you get all of this is done i 'll let you go,12,0.272727273,0.64,You get all the dishes done. I'll let you go.,10,you get all the dishes done i 'll let you go,11,0
VLD_se0_ag3_m_03_1,2186,VLD_se0_ag3_m_03,2657.0317,2658.4102,1.3785,1,0,1,and been done with it. ,5,3.627130939,10.68858678,10.55,25.75,5,and been ,2,with it. ,2,and been done with it,5,and been ,2,with it,2,I've been done with it.,5,i 've been done with it,6,0.4,to ,1,to,1,1,-10.46254539,Coming down with it.,4,coming down with it,4,0.6,0.590488076,%HESITATION ,1,,,,0.81,I've been done with it.,5,i 've been done with it,6,0.4
VLD_se0_ag3_m_03_1,2423,VLD_se0_ag3_m_03,2976.2497,2978.8751,2.6254,1,0,1,and just put Florida close to Atlanta. Be done with it.,15,5.713415099,11.62717963,11.26,10.75,11,and just put Florida close to Atlanta. Be ,8,with it.,2,and just put florida close to atlanta be done with it,11,and just put florida close to atlanta be ,8,with it,2,And just put florida close to Atlanta be done with it.,11,and just put florida close to atlanta be done with it,11,0,this put flotation,3,this put flotation,3,0.909090909,-108.63414,"And just put Florida, close to Atlanta, be done with.",10,and just put florida close to atlanta be done with,10,0.090909091,0.972435951,and just put Florida close till nine and be done with it ,12,and just put florida close till nine and be done with it,12,0.272727273,0.47,And just put Florida close to Atlanta be done with it.,11,and just put florida close to atlanta be done with it,11,0
VLD_se0_ag4_f_01_1,772,VLD_se0_ag4_f_01,1058.7052,1059.4072,0.702,1,0,1,I've done.,2,2.849002849,51.91980019,35.8,20,2,I've ,1,,0,i 've done,3,i 've ,2,,0,I've done.,2,i 've done,3,0,the,1,the,1,1,-4.038356781,I've done.,2,i 've done,3,0,0.692209303,then ,1,then,1,1,0.3,I've done.,2,i 've done,3,0
VLD_se0_ag4_f_01_1,1647,VLD_int_01,2167.4285,2170.2775,2.849,1,0,1,"in life that you feel like you haven't done, that you wanna do?",15,5.265005265,17.60168201,16.27,8.25,13,in life that you feel like you haven't ,8, that you wanna do?,4,in life that you feel like you have n't done that you want to do,15,in life that you feel like you have n't ,9,that you want to do,5,Yeah Have it one.,4,yeah have it one,4,0.933333333,you have it that you wanted to,7,you have it that you wanted to,7,0.666666667,-50.0104599,,,,,,0,in life that you feel like you have and then if you want to do ,15,in life that you feel like you have and then if you want to do,15,0.2,0.59,Life that you feel like you have.,7,life that you feel like you have,7,0.533333333
VLD_se0_ag4_f_01_1,2044,VLD_se0_ag4_f_01,2711.666,2718.426,6.76,2,0,1,hope you'll slow down some. I- I know you trying to get this graduate school thing done. I- I wanna get that done and out the way.,31,4.585798817,28.17768646,26.32,10,27,hope you'll slow down some. I- I know you trying to get this graduate school thing ,16, I- I wanna get that done and out the way.,10,hope you 'll slow down some i i know you trying to get this graduate school thing done i i want to get that done and out the way,29,hope you 'll slow down some i i know you trying to get this graduate school thing ,17,i i want to get that done and out the way,11,I hope youll slow down some I I know you're trying to get this graduate school thing done. I want to get that done and that the way.,28,i hope youll slow down some i i know you 're trying to get this graduate school thing done i want to get that done and that the way,29,0.206896552,roared,1,roared,1,1,-49.7641449,I hope you'll slow down some. I know you trying to get this Gregory school thing done. I want to get that done and out the way.,27,i hope you 'll slow down some i know you trying to get this gregory school thing done i want to get that done and out the way,28,0.137931034,0.927671313,hope you'll slow down from %HESITATION I know you're trying to get this graduate school thing done I'm I want to get that done and that way ,27,hope you 'll slow down from i know you 're trying to get this graduate school thing done i 'm i want to get that done and that way,29,0.206896552,0.78,"Hope you'll slow down, so I'm I. I know you're trying to get this Graduate School thing done. I want to get that done and out the way.",28,hope you 'll slow down so i 'm i i know you 're trying to get this graduate school thing done i want to get that done and out the way,31,0.172413793
