File,Line,InstancesCountPerLine,FeatureCountPerLine,Content,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L52,L51,L50,L49,L48,L47,L46,L45,L44,L43,L42,L41,L40,L39,L38,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60
6643-67857-0004,4,1,1,and sylvia was out of bed in a second standing close beside the little colored girl i dunno missy sylvia i spec dar ain't nuffin you kin do but you has been mighty good to me estralla replied,dar,nuffin,dar_ain't_nuffin,PronounNonReferential,PronounIndefinite,PronounNonReferential_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,sylvia,was,out,of,bed,in,a,second,standing,close,beside,the,little,colored,girl,i,dunno,missy,sylvia,i,spec,dar,ain't ,nuffin,you,kin,do,but,you,has,been,mighty,good,to,me,estralla,replied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667-158816-0015,15,1,1,covering her face with her hands they don't do much good do they it's better to take people as you find em and then make the best of em they're a queer lot ain't they the sort of people one meets about in the world,they,constituentboundary,they_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,covering,her,face,with,her,hands,they,don't,do,much,good,do,they,it's,better,to,take,people,as,you,find,em,and,then,make,the,best,of,em,they're,a,queer,lot,ain't ,they,the,sort,of,people,one,meets,about,in,the,world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667-158816-0041,41,1,1,i forgive you all and hope you may do well yet if i may give you one bit of advice at parting it is to caution you against being clever when there is nothing to get by it i ain't clever at all said lizzie beginning to whimper,I,clever,I_ain't_clever,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,i,forgive,you,all,and,hope,you,may,do,well,yet,if,i,may,give,you,one,bit,of,advice,at,parting,it,is,to,caution,you,against,being,clever,when,there,is,nothing,to,get,by,it,i,ain't ,clever,at,all,said,lizzie,beginning,to,whimper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687-119383-0015,15,1,1,i'm blowed if there ain't he soliloquized apparently quite composed it's the first time i have ever heard dead men talk i say budge how's the temperature up your way two t'ousand degrees above blood heat,there,constituentboundary,there_ain't_constituentboundary,PronounNonReferential,ConstituentBoundary,PronounNonReferential_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i'm,blowed,if,there,ain't ,he,soliloquized,apparently,quite,composed,it's,the,first,time,i,have,ever,heard,dead,men,talk,i,say,budge,how's,the,temperature,up,your,way,two,t'ousand,degrees,above,blood,heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687-119383-0025,25,1,1,seeing that no harm had come to hartly they then ventured in ha ha you're brave fellows ain't you he laughed i didn't cut tail and run although i have not even the use of my hands,you,constituentboundary,you_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seeing,that,no,harm,had,come,to,hartly,they,then,ventured,in,ha,ha,you're,brave,fellows,ain't ,you,he,laughed,i,didn't,cut,tail,and,run,although,i,have,not,even,the,use,of,my,hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687-119384-0041,41,1,1,ef ye ain't seen goin in less'n two seconds i'll stamp ye out o existence,ye,seen,ye_ain't_seen,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef,ye,ain't ,seen,goin,in,less'n,two,seconds,i'll,stamp,ye,out,o,existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687-119386-0042,42,1,1,i want to come back and play up high cockolorum like my big feelin sister s'pose that's silly too ain't it daddy,it,constituentboundary,it_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,want,to,come,back,and,play,up,high,cockolorum,like,my,big,feelin,sister,s'pose,that's,silly,too,ain't ,it,daddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687-119386-0044,44,1,1,bah it ain't yours you're a bad wicked man and you got it wickedly and get all your wealth wickedly and the more you get the wickeder you get get out i'd cut my head off silly's i am before i'd give you up the money,it,yours,it_ain't_yours,PronounPersonal,PronounPersonal,PronounPersonal_ain't_PronounPersonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bah,it,ain't ,yours,you're,a,bad,wicked,man,and,you,got,it,wickedly,and,get,all,your,wealth,wickedly,and,the,more,you,get,the,wickeder,you,get,get,out,i'd,cut,my,head,off,silly's,i,am,before,i'd,give,you,up,the,money,,,,,,,,,,,,,,,,,
6695-252334-0036,36,1,1,that's what pitt meant when he said let me make the songs of a people and i don't care who makes the laws look down now in that glen before you as far as you can see there's belmullet and ain't you glad to be so near your journey's end,you,glad,you_ain't_glad,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,that's,what,pitt,meant,when,he,said,let,me,make,the,songs,of,a,people,and,i,don't,care,who,makes,the,laws,look,down,now,in,that,glen,before,you,as,far,as,you,can,see,there's,belmullet,and,ain't ,you,glad,to,be,so,near,your,journey's,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695-71407-0039,39,1,1,and we'll have good times when he's gone ain't that so caddie said one of the domestics that we will was the answer better times than now anyway when you can't tell when he is coming in and when he is going out,that,so,that_ain't_so,PronounDemonstrative,PronounIndefinite,PronounDemonstrative_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,we'll,have,good,times,when,he's,gone,ain't ,that,so,caddie,said,one,of,the,domestics,that,we,will,was,the,answer,better,times,than,now,anyway,when,you,can't,tell,when,he,is,coming,in,and,when,he,is,going,out,,,,,,,,,,,,,,,,,,,,,,,,,,
6701-71404-0019,19,1,1,he began to warm up also i'm here to do my duty regardless of you or anybody else i ain't going to shield anybody rich or poor high or low known or unknown now you sit down and let the inquest proceed,I,shield,I_ain't_shield,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he,began,to,warm,up,also,i'm,here,to,do,my,duty,regardless,of,you,or,anybody,else,i,ain't ,going,to,shield,anybody,rich,or,poor,high,or,low,known,or,unknown,now,you,sit,down,and,let,the,inquest,proceed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6733-97084-0006,6,1,1,here is your parasol auntie said prudy coming back i know who i love best of any body in this house and it ain't the one that's got her bonnet on,it,one,it_ain't_one,PronounPersonal,PronounIndefinite,PronounPersonal_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,here,is,your,parasol,auntie,said,prudy,coming,back,i,know,who,i,love,best,of,any,body,in,this,house,and,it,ain't ,the,one,that's,got,her,bonnet,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6733-97084-0020,20,1,1,god owns this drawer and he's willing i should look into it as long as i'm a mind to well i'll tell aunt louise you see if i don't that's the way little paddy girls act that steal things i ain't a stealer cried prudy,I,stealer,I_ain't_stealer,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,god,owns,this,drawer,and,he's,willing,i,should,look,into,it,as,long,as,i'm,a,mind,to,well,i'll,tell,aunt,louise,you,see,if,i,don't,that's,the,way,little,paddy,girls,act,that,steal,things,i,ain't ,a,stealer,cried,prudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6746-72302-0085,85,1,1,said lambole thrusting hot coals back on to the hearth with his foot i don't suppose it would said missus lambole and yet we call this a land of liberty law ain't made for the poor but for the rich,law,made,law_ain't_made,Noun,VerbPastParticiple,Noun_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,said,lambole,thrusting,hot,coals,back,on,to,the,hearth,with,his,foot,i,don't,suppose,it,would,said,missus,lambole,and,yet,we,call,this,a,land,of,liberty,law,ain't ,made,for,the,poor,but,for,the,rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6747-76101-0033,33,1,1,but pard saved himself just in time look he yelled between his paroxysms of laughter look at that buzzard over there i'm damned if he ain't the funniest buzzard i ever saw in my life,he,buzzard,he_ain't_buzzard,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,pard,saved,himself,just,in,time,look,he,yelled,between,his,paroxysms,of,laughter,look,at,that,buzzard,over,there,i'm,damned,if,he,ain't ,the,funniest,buzzard,i,ever,saw,in,my,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6841-88294-0024,24,1,1,now look here said i you can't get up to day you ain't fit,you,fit,you_ain't_fit,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,now,look,here,said,i,you,can't,get,up,to,day,you,ain't ,fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6841-88294-0060,60,1,1,the devil's a preacher if you ain't lost your pinfeathers said he,you,lost,you_ain't_lost,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the,devil's,a,preacher,if,you,ain't ,lost,your,pinfeathers,said,he,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6875-76999-0093,93,3,3,sign at once said mister manley gazing at him with the glare of the basilisk i ain't agoing to sign i ain't done nothing to be discharged i ain't said nothing but what i seed with my own eyes william roper protested,I,sign,I_ain't_sign,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sign,at,once,said,mister,manley,gazing,at,him,with,the,glare,of,the,basilisk,i,ain't ,agoing,to,sign,i,ain't,done,nothing,to,be,discharged,i,ain't,said,nothing,but,what,i,seed,with,my,own,eyes,william,roper,protested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6875-76999-0093,93,3,3,sign at once said mister manley gazing at him with the glare of the basilisk i ain't agoing to sign i ain't done nothing to be discharged i ain't said nothing but what i seed with my own eyes william roper protested,I,done,I_ain't_done,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sign,at,once,said,mister,manley,gazing,at,him,with,the,glare,of,the,basilisk,i,ain't,agoing,to,sign,i,ain't ,done,nothing,to,be,discharged,i,ain't,said,nothing,but,what,i,seed,with,my,own,eyes,william,roper,protested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6875-76999-0093,93,3,3,sign at once said mister manley gazing at him with the glare of the basilisk i ain't agoing to sign i ain't done nothing to be discharged i ain't said nothing but what i seed with my own eyes william roper protested,I,said,I_ain't_said,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,sign,at,once,said,mister,manley,gazing,at,him,with,the,glare,of,the,basilisk,i,ain't,agoing,to,sign,i,ain't,done,nothing,to,be,discharged,i,ain't ,said,nothing,but,what,i,seed,with,my,own,eyes,william,roper,protested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6895-92806-0029,29,1,1,lost from his mother's side perhaps already fallen beneath the iron hoofs of galloping steeds oh isn't it dreadful ain't that right agreed mister toomey squeezing her hand say i start out and help look for um perhaps said miss purdy you should,that,right,that_ain't_right,PronounDemonstrative,Adjective,PronounDemonstrative_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lost,from,his,mother's,side,perhaps,already,fallen,beneath,the,iron,hoofs,of,galloping,steeds,oh,isn't,it,dreadful,ain't ,that,right,agreed,mister,toomey,squeezing,her,hand,say,i,start,out,and,help,look,for,um,perhaps,said,miss,purdy,you,should,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902-89167-0045,45,1,1,he is one for the gab ain't he he remarked confidentially to me for the life of me at that moment i could not tell whether to leave the room in a fit of angry disgust or to accept the ludicrous side of the situation and laugh,he,constituentboundary,he_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he,is,one,for,the,gab,ain't ,he,he,remarked,confidentially,to,me,for,the,life,of,me,at,that,moment,i,could,not,tell,whether,to,leave,the,room,in,a,fit,of,angry,disgust,or,to,accept,the,ludicrous,side,of,the,situation,and,laugh,,,,,,,,,,,,,,,,,,,,
6902-89167-0057,57,1,1,the profession ain't what it was you will come with us won't you mister walmsley eve begged turning to me i shall be delighted i answered with strenuous mendacity did you say stephano's or what,profession,what,profession_ain't_what,Noun,PronounRelative,Noun_ain't_PronounRelative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the,profession,ain't ,what,it,was,you,will,come,with,us,won't,you,mister,walmsley,eve,begged,turning,to,me,i,shall,be,delighted,i,answered,with,strenuous,mendacity,did,you,say,stephano's,or,what,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6904-262305-0012,12,1,1,whatever your name is ain't there nobody at home the girl heard and came forth the same candle in hand who be you calling to i'd like to know my name's lidyar if you please where's your missis responded ketch suffering the name to drop into abeyance is she gone out for the tripe,there,nobody,there_ain't_nobody,PronounNonReferential,PronounIndefinite,PronounNonReferential_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whatever,your,name,is,ain't ,there,nobody,at,home,the,girl,heard,and,came,forth,the,same,candle,in,hand,who,be,you,calling,to,i'd,like,to,know,my,name's,lidyar,if,you,please,where's,your,missis,responded,ketch,suffering,the,name,to,drop,into,abeyance,is,she,gone,out,for,the,tripe,,,,,,,,,,,
6904-262305-0013,13,1,1,gone out for what tripe asked the girl what be you talking of the tripe for supper said ketch there ain't no tripe for supper replied she there is tripe for supper persisted ketch,there,tripe,there_ain't_tripe,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gone,out,for,what,tripe,asked,the,girl,what,be,you,talking,of,the,tripe,for,supper,said,ketch,there,ain't ,no,tripe,for,supper,replied,she,there,is,tripe,for,supper,persisted,ketch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6904-262305-0016,16,1,1,the girl possibly feeling a little curiosity herself came up with her candle master ain't so well to night remarked she he's gone to bed and missis is putting him a plaster on his chest the words fell as ice on old ketch a mustard plaster,master,well,master_ain't_well,Noun,Adjective,Noun_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the,girl,possibly,feeling,a,little,curiosity,herself,came,up,with,her,candle,master,ain't ,so,well,to,night,remarked,she,he's,gone,to,bed,and,missis,is,putting,him,a,plaster,on,his,chest,the,words,fell,as,ice,on,old,ketch,a,mustard,plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6904-262305-0042,42,1,1,right over the keyhole there ain't a boy in the school but what'll come to be hung danced old ketch in his rage he would have preferred not to find the keys but to go to the head master with a story of their theft it was possible it was just possible that,there,boy,there_ain't_boy,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,over,the,keyhole,there,ain't ,a,boy,in,the,school,but,what'll,come,to,be,hung,danced,old,ketch,in,his,rage,he,would,have,preferred,not,to,find,the,keys,but,to,go,to,the,head,master,with,a,story,of,their,theft,it,was,possible,it,was,just,possible,that,,,,,,,,,,,,,
6913-80509-0023,23,1,1,jane's eagerness impelled her to address one of them please sir mister kirkwood hasn't gone yet has he no he ain't the man answered pleasantly and turning back he called to some one within the doorway hello sidney here's your sweetheart waiting for you,he,man,he_ain't_man,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jane's,eagerness,impelled,her,to,address,one,of,them,please,sir,mister,kirkwood,hasn't,gone,yet,has,he,no,he,ain't ,the,man,answered,pleasantly,and,turning,back,he,called,to,some,one,within,the,doorway,hello,sidney,here's,your,sweetheart,waiting,for,you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6913-80509-0064,64,1,1,that ain't his idea nor yet his sister's i suppose it's their mother as they take after though their father he won't own to it,that,idea,that_ain't_idea,PronounDemonstrative,Noun,PronounDemonstrative_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that,ain't ,his,idea,nor,yet,his,sister's,i,suppose,it's,their,mother,as,they,take,after,though,their,father,he,won't,own,to,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6913-80509-0070,70,1,1,no no john ain't selfish never say that it's only his fancies sidney,John,selfish,John_ain't_selfish,Noun,Adjective,Noun_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,john,ain't ,selfish,never,say,that,it's,only,his,fancies,sidney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698-123197-0033,33,1,1,she was always kind to you she has been kind to the last marilla this letter is from her lawyer she has left me a thousand dollars in her will gracious ain't that an awful lot of money exclaimed davy,that,lot,that_ain't_lot,PronounDemonstrative,PronounIndefinite,PronounDemonstrative_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,she,was,always,kind,to,you,she,has,been,kind,to,the,last,marilla,this,letter,is,from,her,lawyer,she,has,left,me,a,thousand,dollars,in,her,will,gracious,ain't ,that,an,awful,lot,of,money,exclaimed,davy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698-123197-0034,34,1,1,she's the woman you and diana lit on when you jumped into the spare room bed ain't she diana told me that story is that why she left you so much,she,constituentboundary,she_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,she's,the,woman,you,and,diana,lit,on,when,you,jumped,into,the,spare,room,bed,ain't ,she,diana,told,me,that,story,is,that,why,she,left,you,so,much,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7026-86941-0017,17,1,1,i ain't a goin to suffer as i did last night for nobody good afternoon missus salter said the doctor emphatically now then young man what can i do for you,I,suffer,I_ain't_suffer,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,ain't ,a,goin,to,suffer,as,i,did,last,night,for,nobody,good,afternoon,missus,salter,said,the,doctor,emphatically,now,then,young,man,what,can,i,do,for,you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712-123615-0017,17,1,1,and oh look down on the bay yes look down on the bay see what a sight o boats all headin for the bowden place cove oh ain't it beautiful said missus blackett with all the delight of a girl,it,beautiful,it_ain't_beautiful,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,and,oh,look,down,on,the,bay,yes,look,down,on,the,bay,see,what,a,sight,o,boats,all,headin,for,the,bowden,place,cove,oh,ain't ,it,beautiful,said,missus,blackett,with,all,the,delight,of,a,girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712-123615-0058,58,1,1,and went to boston to volunteer but he ain't a sound man an they wouldn't have him they say he knows all their tactics an can tell all about the battle o waterloo well's he can bunker hill,he,man,he_ain't_man,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,went,to,boston,to,volunteer,but,he,ain't ,a,sound,man,an,they,wouldn't,have,him,they,say,he,knows,all,their,tactics,an,can,tell,all,about,the,battle,o,waterloo,well's,he,can,bunker,hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712-123615-0075,75,2,2,ain't i just been maintainin that he ain't like em urged missus todd decidedly strange folks has got to have strange ways for what i see,he,like,he_ain't_like,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ain't,i,just,been,maintainin,that,he,ain't ,like,em,urged,missus,todd,decidedly,strange,folks,has,got,to,have,strange,ways,for,what,i,see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712-123615-0075,75,2,2,ain't i just been maintainin that he ain't like em urged missus todd decidedly strange folks has got to have strange ways for what i see,I,maintainin,I_ain't_maintainin,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ain't ,i,just,been,maintainin,that,he,ain't,like,em,urged,missus,todd,decidedly,strange,folks,has,got,to,have,strange,ways,for,what,i,see,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712-123615-0092,92,1,1,i do try to remember that she's nathan's cousin oh dear well she's gone by after all an ain't seen me i expected she'd come pleasantin round just to show off an say afterwards she was acquainted,she,seen,she_ain't_seen,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,do,try,to,remember,that,she's,nathan's,cousin,oh,dear,well,she's,gone,by,after,all,an,ain't ,seen,me,i,expected,she'd,come,pleasantin,round,just,to,show,off,an,say,afterwards,she,was,acquainted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7128-84122-0054,54,1,1,and blair ain't the dreadnought he is certainly a remarkable man sir lyster had admitted conventionally referring to john dene he's more than that grayne said sir bridgman,Blair,dreadnought,Blair_ain't_dreadnought,Noun,Noun,Noun_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,blair,ain't ,the,dreadnought,he,is,certainly,a,remarkable,man,sir,lyster,had,admitted,conventionally,referring,to,john,dene,he's,more,than,that,grayne,said,sir,bridgman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7131-92815-0020,20,1,1,i'm glad it ain't your liver but don't forget to burn a few punk sticks in the joss house to the great god mazuma from time to time you say money won't buy time well of course you can't order eternity wrapped up and delivered at your residence for a price but i've seen father time get pretty bad stone bruises on his heels,it,liver,it_ain't_liver,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i'm,glad,it,ain't ,your,liver,but,don't,forget,to,burn,a,few,punk,sticks,in,the,joss,house,to,the,great,god,mazuma,from,time,to,time,you,say,money,won't,buy,time,well,of,course,you,can't,order,eternity,wrapped,up,and,delivered,at,your,residence,for,a,price,but,i've,seen,father,time,get,pretty,bad,stone,bruises,on,his,heels
7140-72210-0028,28,1,1,massa you ain't gwine to send us off,you,gwine,you_ain't_gwine,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,massa,you,ain't ,gwine,to,send,us,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7188-107627-0017,17,1,1,he told them sorry younker but we ain't got more'n enough for ourselves it's a long ways to where we kin git more but i am,we,got,we_ain't_got,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he,told,them,sorry,younker,but,we,ain't ,got,more'n,enough,for,ourselves,it's,a,long,ways,to,where,we,kin,git,more,but,i,am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7188-107627-0040,40,1,1,where's mister munson mister richard munson i must see him at once he asked of one of these he ain't here what not here no then where is he i must find him expostulated the lad,he,here,he_ain't_here,PronounPersonal,Adverb,PronounPersonal_ain't_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,where's,mister,munson,mister,richard,munson,i,must,see,him,at,once,he,asked,of,one,of,these,he,ain't ,here,what,not,here,no,then,where,is,he,i,must,find,him,expostulated,the,lad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7198-80652-0023,23,1,1,i expect there ain't enough of that gingham left to tie around a sore thumb nan listened to this in both amusement and surprise the girl was a new specimen to her come in anyway she urged i can't keep the window open,there,enough,there_ain't_enough,PronounNonReferential,Adjective,PronounNonReferential_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,expect,there,ain't ,enough,of,that,gingham,left,to,tie,around,a,sore,thumb,nan,listened,to,this,in,both,amusement,and,surprise,the,girl,was,a,new,specimen,to,her,come,in,anyway,she,urged,i,can't,keep,the,window,open,,,,,,,,,,,,,,,,,,,,,
7198-80652-0032,32,2,2,but she was a queer little thing you've been to chicago ain't you asked margaret suddenly we came through chicago on our way up here from my home we stayed one night there nan replied it's bigger'n pine camp ain't it,it,constituentboundary,it_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,but,she,was,a,queer,little,thing,you've,been,to,chicago,ain't,you,asked,margaret,suddenly,we,came,through,chicago,on,our,way,up,here,from,my,home,we,stayed,one,night,there,nan,replied,it's,bigger'n,pine,camp,ain't ,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
